Date,Sum of Nitric oxide,Sum of Nitrogen dioxide,Sum of Nitrogen oxides as nitrogen dioxide
28/12/2013,260.94933,1437.17539,1837.29208
29/12/2013,421.86452,1406.65858,2053.50846
30/12/2013,94.70104,897.21002,1042.41627
31/12/2013,82.7941,1036.12206,1163.07127
01/01/2014,39.56218,561.46283,622.12399
02/01/2014,114.68676,931.83599,1107.68654
03/01/2014,61.11877,765.91165,859.62572
04/01/2014,99.84837,993.47109,1146.56974
05/01/2014,123.67177,990.71548,1180.34289
06/01/2014,62.33582,694.81829,790.39848
07/01/2014,79.97192,814.23269,936.85456
08/01/2014,229.5478,1158.50504,1510.4734
09/01/2014,230.92001,1140.14788,1494.22031
10/01/2014,306.91064,1327.66916,1798.25892
11/01/2014,675.19241,1543.7826,2579.06314
12/01/2014,1389.29805,1560.61388,3690.84117
13/01/2014,225.76225,1229.66658,1575.8305
14/01/2014,579.27281,1596.01488,2484.22085
15/01/2014,177.69807,1197.78778,1470.25432
16/01/2014,193.6345,1072.70519,1369.60723
17/01/2014,217.51646,1298.61732,1632.13787
18/01/2014,412.4841,1233.16949,1865.63627
19/01/2014,240.22291,1315.79729,1684.13399
20/01/2014,4095.30834,2663.10714,8942.49234
21/01/2014,2998.80917,2108.79885,6706.90882
22/01/2014,454.99501,1422.44311,2120.09229
23/01/2014,763.0762,1825.68763,2995.72151
24/01/2014,677.68451,1564.56572,2603.66747
25/01/2014,275.47713,1214.28309,1636.67547
26/01/2014,122.54184,1122.57692,1310.47182
27/01/2014,166.65229,1074.08647,1329.61639
28/01/2014,271.79489,1295.03425,1711.7806
29/01/2014,1011.51708,1610.09965,3161.07088
30/01/2014,1348.9952,1567.01773,3635.44814
31/01/2014,1057.15921,1360.57642,2981.53124
01/02/2014,83.92304,799.27408,927.95425
02/02/2014,103.99544,949.89875,1109.35616
03/02/2014,406.77512,1249.43067,1873.14378
04/02/2014,230.72651,1113.02386,1466.79954
05/02/2014,172.18415,922.49981,1186.51182
06/02/2014,389.41756,1306.34128,1903.43988
07/02/2014,342.44775,1208.98259,1734.06184
08/02/2014,65.32236,661.18058,761.34012
09/02/2014,60.36498,672.91888,765.47715
10/02/2014,461.51785,1556.6252,2264.27599
11/02/2014,176.94967,1272.461,1543.78004
12/02/2014,89.08478,782.91852,919.51326
13/02/2014,205.41983,1175.4268,1490.39947
14/02/2014,321.62627,1187.45706,1680.61048
15/02/2014,84.54795,711.17605,840.81438
16/02/2014,207.0807,1168.03131,1485.55064
17/02/2014,311.13099,1353.81701,1830.87786
18/02/2014,270.43568,1323.06593,1737.72816
19/02/2014,316.86471,1305.59315,1791.44563
20/02/2014,141.15029,1082.85911,1299.28654
21/02/2014,131.24332,1024.38041,1225.61736
22/02/2014,109.12786,951.49985,1118.82685
23/02/2014,52.95183,665.91371,747.1054
24/02/2014,196.82021,1059.12798,1360.91477
25/02/2014,106.569,1035.80569,1199.20922
26/02/2014,178.81617,1144.55443,1418.7354
27/02/2014,218.94387,1256.27998,1591.98924
28/02/2014,884.54496,1807.15761,3163.44091
01/03/2014,787.99021,1743.25301,2951.4878
02/03/2014,102.30451,951.88425,1108.74892
03/03/2014,753.3294,1606.59213,2761.68108
04/03/2014,297.41651,621.53382,1077.56611
05/03/2014,79.74737,585.77771,708.05533
06/03/2014,189.29464,1151.66577,1441.91345
07/03/2014,459.87484,1469.58621,2174.71777
08/03/2014,211.29075,1262.14771,1586.12232
09/03/2014,154.49827,1446.42071,1683.31475
10/03/2014,636.66661,1664.77547,2640.98402
11/03/2014,552.25237,1325.92557,2172.70078
12/03/2014,1187.09286,1674.34581,3494.52943
13/03/2014,1645.28475,2085.70685,4608.44162
14/03/2014,1333.36299,1973.39608,4017.85749
15/03/2014,416.81099,1500.74498,2139.84617
16/03/2014,209.40121,1245.71405,1566.7914
17/03/2014,330.34137,1268.74645,1775.26287
18/03/2014,170.83489,1173.47227,1435.41544
19/03/2014,154.19624,1070.79583,1307.22675
20/03/2014,81.29526,813.34724,937.99823
21/03/2014,122.56305,901.5383,1089.46569
22/03/2014,68.54477,758.45798,863.55848
23/03/2014,529.99036,1243.23386,2055.87438
24/03/2014,374.05406,1245.59039,1819.1319
25/03/2014,624.80136,1602.12931,2560.14469
26/03/2014,1053.84045,1803.79812,3419.66427
27/03/2014,695.34481,1643.61287,2709.79337
28/03/2014,1099.86353,1892.51964,3578.95354
29/03/2014,1086.05958,1934.17294,3599.44102
30/03/2014,1071.20122,2033.51922,3676.00477
31/03/2014,395.68533,1778.92017,2385.62922
01/04/2014,1292.63627,2208.40361,4190.4182
02/04/2014,1205.31311,2214.41618,4062.53715
03/04/2014,806.826,1455.17455,2692.29047
04/04/2014,176.90435,1167.15173,1438.4013
05/04/2014,103.41356,937.22462,1095.78984
06/04/2014,77.22775,647.21618,765.63034
07/04/2014,153.47539,970.39199,1205.71765
08/04/2014,236.38455,1251.806,1614.25727
09/04/2014,283.95139,1424.48117,1859.86723
10/04/2014,335.37474,1541.78039,2056.01447
11/04/2014,495.39505,1653.15018,2412.74531
12/04/2014,234.43911,1376.08662,1735.55484
13/04/2014,231.77475,1017.58341,1372.9664
14/04/2014,517.73055,1504.56183,2298.4043
15/04/2014,358.78557,1231.25587,1781.38602
16/04/2014,192.35126,1231.62467,1526.55911
17/04/2014,566.24415,1650.65534,2518.88425
18/04/2014,300.35549,1105.7347,1566.27329
19/04/2014,232.53415,1108.25282,1464.80019
20/04/2014,432.38143,1276.54037,1939.516
21/04/2014,490.80857,1461.17361,2213.7363
22/04/2014,141.77499,1013.76431,1231.14958
23/04/2014,171.15452,1132.93745,1395.37069
24/04/2014,337.65856,1411.44636,1929.18227
25/04/2014,623.97838,1356.21082,2312.9643
26/04/2014,95.50486,950.1322,1096.57094
27/04/2014,136.68757,936.38343,1145.9681
28/04/2014,390.96162,1325.5195,1924.9856
29/04/2014,422.5858,1695.87895,2343.83474
30/04/2014,918.53709,1362.70216,2771.10605
01/05/2014,508.81233,1466.32221,2246.49026
02/05/2014,608.9118,1607.29769,2540.94944
03/05/2014,415.37929,1325.57431,1962.48033
04/05/2014,43.51249,774.94644,841.66465
05/05/2014,54.07057,932.01911,1014.92617
06/05/2014,73.45506,823.27529,935.90483
07/05/2014,88.99997,799.10067,935.56536
08/05/2014,161.39626,905.60431,1153.0751
09/05/2014,104.55534,826.23269,986.54864
10/05/2014,65.92293,579.55781,680.63818
11/05/2014,52.0197,578.53142,658.29382
12/05/2014,192.52593,1078.21123,1373.41361
13/05/2014,380.7348,1473.26491,2057.05009
14/05/2014,565.733,1632.71131,2500.15644
15/05/2014,305.18583,1538.75065,2006.69573
16/05/2014,611.80014,1806.6334,2744.71387
17/05/2014,253.61164,1477.61106,1866.47682
18/05/2014,60.83666,1177.50969,1270.79125
19/05/2014,221.34649,1571.35128,1910.74449
20/05/2014,70.78978,1104.3991,1212.94194
21/05/2014,199.79222,1166.29143,1472.6352
22/05/2014,142.99588,1082.05506,1301.31235
23/05/2014,138.96787,1040.92055,1254.00158
24/05/2014,97.77015,1002.05201,1151.96407
25/05/2014,46.48472,604.58779,675.86333
26/05/2014,546.25869,1485.90347,2323.48847
27/05/2014,549.97353,1439.52044,2282.80146
28/05/2014,623.87836,1312.31192,2268.91208
29/05/2014,545.24244,1390.42464,2226.45137
30/05/2014,572.70945,1255.94052,2134.08271
31/05/2014,339.8237,1358.0811,1879.13678
01/06/2014,185.3886,1228.45197,1512.71054
02/06/2014,115.48951,859.58604,1036.66745
03/06/2014,181.87299,859.02171,1137.88971
04/06/2014,105.97291,869.73933,1032.22885
05/06/2014,128.61046,931.63377,1128.83369
06/06/2014,294.97898,1479.84694,1932.14171
07/06/2014,206.15781,1188.85066,1504.95488
08/06/2014,87.48939,905.74405,1039.89255
09/06/2014,215.28648,1196.49141,1526.59273
10/06/2014,91.50453,788.95949,929.26448
11/06/2014,142.63481,982.53427,1201.23791
12/06/2014,263.46169,1634.07174,2038.04066
13/06/2014,328.01412,1613.1858,2116.13377
14/06/2014,207.00223,964.54548,1281.94446
15/06/2014,195.78142,758.9323,1059.12625
16/06/2014,391.62145,979.37531,1579.85316
17/06/2014,301.18284,959.74319,1421.55042
18/06/2014,437.57488,861.71036,1532.64913
19/06/2014,518.58422,1119.45908,1914.61045
20/06/2014,202.76524,1003.32447,1314.22682
21/06/2014,149.8889,972.02734,1201.85374
22/06/2014,139.96016,1012.59052,1227.1931
23/06/2014,369.35568,1470.71042,2037.04789
24/06/2014,365.32908,1305.09861,1865.26206
25/06/2014,260.78467,1050.32618,1450.19045
26/06/2014,211.02863,1204.37472,1527.94743
27/06/2014,80.77142,727.86979,851.71756
28/06/2014,185.68057,882.49829,1167.20453
29/06/2014,145.36656,879.76371,1102.65603
30/06/2014,203.52569,1153.70304,1465.7714
01/07/2014,257.29564,1264.9927,1659.50718
02/07/2014,288.4234,1198.86929,1641.11227
03/07/2014,66.83721,834.24555,936.72785
04/07/2014,67.33758,641.26985,744.51933
05/07/2014,83.05597,628.93835,756.28903
06/07/2014,95.37085,746.21957,892.45285
07/07/2014,111.04507,755.6804,925.94708
08/07/2014,381.38995,1301.83127,1886.62101
09/07/2014,360.86469,1024.83737,1578.15548
10/07/2014,416.03464,1194.71212,1832.62302
11/07/2014,498.69365,1184.4535,1949.10639
12/07/2014,118.26423,878.62801,1059.96392
13/07/2014,143.08995,712.34521,931.74671
14/07/2014,120.07012,621.42384,805.52875
15/07/2014,155.40041,721.96509,960.24236
16/07/2014,204.60159,942.52,1256.23804
17/07/2014,179.78104,838.97343,1114.63384
18/07/2014,113.99709,1003.68401,1178.47708
19/07/2014,69.30311,959.75384,1066.01714
20/07/2014,58.57936,849.1889,939.0093
21/07/2014,265.05676,996.13758,1402.5523
22/07/2014,212.58255,963.56468,1289.52002
23/07/2014,176.20713,908.54669,1178.72713
24/07/2014,174.00085,934.64801,1201.44558
25/07/2014,249.89064,1179.07476,1562.23505
26/07/2014,123.60599,1006.32944,1195.85599
27/07/2014,103.31783,800.66543,959.08385
28/07/2014,181.70167,894.38208,1172.98743
29/07/2014,213.75313,866.34656,1194.09678
30/07/2014,139.18653,878.31469,1091.73102
31/07/2014,123.8195,1073.19699,1263.05086
01/08/2014,108.03708,959.81317,1125.46768
02/08/2014,93.6945,941.20471,1084.86754
03/08/2014,43.3498,625.33603,691.8048
04/08/2014,131.93673,969.84724,1172.14736
05/08/2014,108.98588,963.3919,1130.50122
06/08/2014,75.31977,888.12007,1003.60875
07/08/2014,295.37634,1427.43599,1880.34005
08/08/2014,298.81321,1499.01958,1957.1934
09/08/2014,78.3317,747.0104,867.11729
10/08/2014,102.54576,686.83758,844.07216
11/08/2014,99.40244,694.37825,846.79317
12/08/2014,71.66343,800.79356,910.67592
13/08/2014,296.53021,1131.63407,1586.30737
14/08/2014,286.79047,1379.29965,1819.03886
15/08/2014,469.95272,1256.9237,1977.50781
16/08/2014,158.89916,982.37793,1226.01994
17/08/2014,101.02343,683.30087,838.20124
18/08/2014,252.13934,1057.38921,1443.99743
19/08/2014,353.05584,1310.18157,1851.52632
20/08/2014,229.00482,558.7651,909.90089
21/08/2014,24.15605,349.8482,386.88696
22/08/2014,338.8906,1082.64731,1602.27226
23/08/2014,217.55688,1139.25203,1472.83457
24/08/2014,139.47787,878.50387,1092.36691
25/08/2014,220.46978,1006.72073,1344.7696
26/08/2014,393.83758,1088.50317,1692.37907
27/08/2014,342.47295,1332.05356,1857.1714
28/08/2014,105.64852,755.53027,917.52234
29/08/2014,72.86177,698.98116,810.70096
30/08/2014,99.01909,746.54215,898.36932
31/08/2014,249.71218,1023.40936,1406.296
01/09/2014,380.17684,1044.09431,1627.024
02/09/2014,300.08066,1092.72248,1552.83971
03/09/2014,319.00362,1212.83067,1701.96275
04/09/2014,348.38223,1358.84546,1893.02409
05/09/2014,437.2111,1651.61096,2321.99191
06/09/2014,284.65173,1630.61679,2067.0767
07/09/2014,358.35993,1344.40766,1893.88515
08/09/2014,457.70402,1484.95585,2186.75886
09/09/2014,405.15526,1539.46641,2160.6958
10/09/2014,599.71286,1256.45961,2176.0065
11/09/2014,693.74463,1431.44508,2495.17199
12/09/2014,328.38159,1425.84285,1929.35427
13/09/2014,299.35442,1275.47973,1734.48338
14/09/2014,212.39057,1024.92277,1350.58376
15/09/2014,381.57849,1473.16702,2058.24592
16/09/2014,421.50227,1381.11887,2027.41334
17/09/2014,276.43994,1418.08337,1841.95202
18/09/2014,355.23729,1619.56094,2164.25048
19/09/2014,606.70472,1748.77569,2679.04322
20/09/2014,338.38042,1344.83385,1863.67662
21/09/2014,269.93072,1154.53498,1568.42293
22/09/2014,659.31135,1668.03375,2678.9637
23/09/2014,775.43185,1750.99496,2939.97391
24/09/2014,476.69914,1337.89607,2068.82457
25/09/2014,344.22967,1307.02641,1834.83785
26/09/2014,515.42447,1351.85143,2142.15795
27/09/2014,592.56232,1401.14325,2309.72609
28/09/2014,607.30643,1524.0515,2455.24169
29/09/2014,1212.56343,1623.68542,3482.9234
30/09/2014,78.44529,916.54714,1036.82827
01/10/2014,276.63596,1370.0844,1794.25366
02/10/2014,591.44629,1316.70365,2223.5753
03/10/2014,165.36153,1067.51032,1321.06112
04/10/2014,308.5069,1240.38614,1713.42344
05/10/2014,379.76151,1206.47019,1788.76301
06/10/2014,411.05583,1401.97184,2032.24864
07/10/2014,221.16045,1210.17517,1549.2831
08/10/2014,395.77913,1350.21129,1957.06413
09/10/2014,142.35396,1050.54568,1268.81866
10/10/2014,341.48309,1269.55704,1793.15716
11/10/2014,206.82306,1350.19998,1667.32419
12/10/2014,664.87651,1296.51085,2315.97393
13/10/2014,682.34639,1288.95631,2335.2062
14/10/2014,625.89517,1427.00871,2386.70119
15/10/2014,655.06389,1424.67479,2429.09208
16/10/2014,270.53688,1270.41991,1685.23729
17/10/2014,201.19366,1163.18443,1471.67704
18/10/2014,78.8543,822.85633,943.76455
19/10/2014,44.87904,582.29955,651.11304
20/10/2014,102.65466,788.95838,946.35998
21/10/2014,262.21978,947.59674,1349.66149
22/10/2014,405.28229,1538.67224,2160.09641
23/10/2014,123.4611,974.72507,1164.02943
24/10/2014,207.58285,1224.53487,1542.82409
25/10/2014,111.45032,1098.08134,1268.96939
26/10/2014,44.66477,904.21708,972.70216
27/10/2014,161.80569,1073.4281,1321.52665
28/10/2014,237.72741,1151.49426,1516.0045
29/10/2014,581.92046,1483.50875,2375.77428
30/10/2014,452.05709,1330.78347,2023.92798
31/10/2014,333.26881,1460.74552,1971.7505
01/11/2014,74.7844,952.68734,1067.35511
02/11/2014,47.97585,776.32886,849.89076
03/11/2014,242.05987,1404.76694,1775.92025
04/11/2014,869.57391,1790.0495,3123.37756
05/11/2014,1169.84664,1744.36084,3538.10062
06/11/2014,1003.75802,1669.69921,3208.77338
07/11/2014,153.78458,1137.23273,1373.03254
08/11/2014,106.31759,1184.91744,1347.93543
09/11/2014,311.50334,1496.52648,1974.15821
10/11/2014,277.45597,1350.60224,1776.02881
11/11/2014,442.74828,1182.06014,1860.93138
12/11/2014,394.97168,1351.05265,1956.66745
13/11/2014,522.91953,1462.93565,2264.73438
14/11/2014,760.37396,1622.99325,2788.88369
15/11/2014,1346.45298,1860.47987,3925.01228
16/11/2014,906.42631,1470.12553,2859.95985
17/11/2014,623.59977,1593.02325,2549.19629
18/11/2014,1159.52262,1480.38864,3258.29854
19/11/2014,1470.30468,1359.96505,3614.40077
20/11/2014,2166.50201,1730.25105,5052.17445
21/11/2014,1419.03014,1424.1736,3599.98944
22/11/2014,852.79971,1309.58182,2617.18982
23/11/2014,627.44595,1536.70204,2498.77243
24/11/2014,2548.08623,2235.2092,6142.22023
25/11/2014,1984.99781,1936.23255,4979.85342
26/11/2014,2403.28081,1647.44664,5332.4258
27/11/2014,2211.57134,1458.14723,4849.17597
28/11/2014,1445.98991,1351.51451,3568.66812
29/11/2014,2075.92536,1405.04506,4588.08624
30/11/2014,2106.09599,1451.86737,4681.16954
01/12/2014,809.28359,1108.95312,2349.83726
02/12/2014,887.71756,1358.24491,2719.39284
03/12/2014,883.85478,1495.50407,2850.72914
04/12/2014,1300.55454,1161.70575,3155.86154
05/12/2014,1284.63878,1691.34392,3661.09589
06/12/2014,1007.62489,1807.03073,3352.03394
07/12/2014,288.53926,1324.65298,1767.07366
08/12/2014,560.80354,1566.88258,2426.76934
09/12/2014,645.88542,1562.77198,2553.1158
10/12/2014,231.22751,1308.69827,1663.24212
11/12/2014,283.44283,1260.42053,1695.02676
12/12/2014,386.84566,1481.19205,2074.34707
13/12/2014,1161.06701,1835.75217,3616.03006
14/12/2014,242.437,1218.33854,1590.07005
15/12/2014,630.40634,1746.39637,2713.0059
16/12/2014,1241.65482,2077.81188,3981.65609
17/12/2014,360.40193,1406.4608,1959.06938
18/12/2014,126.66913,935.30543,1129.52873
19/12/2014,395.38414,1378.83185,1985.07907
20/12/2014,244.35637,1428.96535,1803.63985
21/12/2014,74.75381,855.83815,970.45909
22/12/2014,76.04269,774.90849,891.50568
23/12/2014,70.92308,743.76505,852.5122
24/12/2014,347.75474,1201.42693,1734.64342
25/12/2014,300.96445,1472.07869,1933.55104
26/12/2014,281.8133,1323.97659,1756.08426
27/12/2014,725.26933,1172.76283,2284.82696
28/12/2014,786.43336,1407.40272,2613.25038
29/12/2014,1378.13287,1854.96564,3968.07319
30/12/2014,1671.74851,1910.62305,4473.93501
31/12/2014,455.83849,1440.21611,2139.15867
01/01/2015,59.45589,688.65061,779.81504
02/01/2015,281.684,1339.3427,1771.25217
03/01/2015,561.59788,1607.33069,2468.4354
04/01/2015,587.3911,1490.81654,2391.47033
05/01/2015,417.17656,1353.59834,1993.26012
06/01/2015,506.35893,1523.62851,2300.03468
07/01/2015,270.97791,1203.85995,1619.3536
08/01/2015,364.92486,1476.09158,2035.63522
09/01/2015,108.1899,808.79544,974.68425
10/01/2015,188.07548,953.58685,1241.96523
11/01/2015,85.7569,851.78943,983.28146
12/01/2015,89.26096,901.85197,1038.71685
13/01/2015,154.96247,1090.08707,1327.69289
14/01/2015,156.99758,967.43849,1208.16468
15/01/2015,128.33857,912.5561,1109.3391
16/01/2015,526.53628,1651.42797,2458.77231
17/01/2015,304.3997,1529.96479,1996.7045
18/01/2015,821.73925,1543.40646,2803.38906
19/01/2015,1414.79575,1862.63428,4031.95752
20/01/2015,2958.54365,2131.53402,6667.90432
21/01/2015,1145.3132,1441.51963,3197.642
22/01/2015,1989.60533,1723.72383,4774.40948
23/01/2015,1763.6846,1797.72195,4502.0006
24/01/2015,922.61888,1802.19274,3216.85528
25/01/2015,352.45697,1456.36174,1996.7882
26/01/2015,777.13026,1628.93605,2820.51911
27/01/2015,755.2863,1854.77342,3012.86294
28/01/2015,224.84733,1162.11566,1506.87678
29/01/2015,440.55045,1500.64521,2176.14642
30/01/2015,1062.01764,1933.3783,3561.78263
31/01/2015,926.14271,1698.13618,3118.20183
01/02/2015,874.19401,1529.44684,2869.85891
02/02/2015,1415.04158,2125.85502,4295.55517
03/02/2015,1171.36137,1905.51013,3701.57252
04/02/2015,1257.52,1816.50575,3744.67614
05/02/2015,810.10983,1211.39903,2453.5501
06/02/2015,969.17603,1357.0657,2843.11489
07/02/2015,1048.6497,1692.7461,3300.65324
08/02/2015,820.40909,1684.414,2942.35703
09/02/2015,1125.08456,1724.60533,3449.71094
10/02/2015,843.77859,1625.96909,2919.7449
11/02/2015,634.67085,1374.65527,2347.80367
12/02/2015,813.37421,1620.77285,2867.92923
13/02/2015,361.07891,1589.96168,2143.60825
14/02/2015,857.11964,1782.06368,3096.29543
15/02/2015,771.0657,1576.33286,2758.61708
16/02/2015,915.5778,1698.83295,3102.69926
17/02/2015,934.04061,1773.9829,3206.1585
18/02/2015,270.36051,1389.10534,1803.65232
19/02/2015,176.9814,1305.57483,1576.94249
20/02/2015,927.05821,1883.10775,3304.5772
21/02/2015,819.22397,1996.29109,3252.41697
22/02/2015,182.90221,1113.80289,1394.249
23/02/2015,133.22619,963.69043,1167.96773
24/02/2015,369.73965,1478.27628,2045.20249
25/02/2015,116.81392,535.66639,714.77855
27/02/2015,102.37216,664.36187,821.3303
28/02/2015,71.62632,804.28721,914.11269
01/03/2015,80.45525,705.59249,828.95546
02/03/2015,173.49072,1007.86598,1273.88134
03/03/2015,191.54089,1098.39243,1392.08436
04/03/2015,875.27221,1673.31879,3015.3841
05/03/2015,599.85412,1849.66545,2769.42895
06/03/2015,137.74547,1135.09106,1346.29783
07/03/2015,96.73135,1025.32823,1173.64758
08/03/2015,150.49142,989.18231,1219.93262
09/03/2015,244.33881,1179.90174,1554.54932
10/03/2015,877.33222,1830.57505,3175.79904
11/03/2015,375.75299,1323.71458,1899.86109
12/03/2015,571.4084,1505.27808,2381.42539
13/03/2015,707.84932,1464.06975,2549.42355
14/03/2015,467.63181,1178.22958,1895.25501
15/03/2015,426.94361,973.67287,1628.31062
16/03/2015,789.70348,1166.5147,2377.37648
17/03/2015,1115.71031,1360.25528,3070.98716
18/03/2015,737.18152,1336.8866,2467.21584
19/03/2015,588.15734,1495.61376,2397.44245
20/03/2015,580.11519,1655.09106,2544.5886
21/03/2015,416.78906,1223.7254,1862.79302
22/03/2015,236.43226,934.76564,1297.29005
23/03/2015,278.8566,1263.79896,1691.37308
24/03/2015,770.26337,1485.8571,2666.91115
25/03/2015,1032.40925,1757.66976,3340.67516
26/03/2015,942.33444,1569.02855,3013.92118
27/03/2015,462.26748,1441.68762,2150.48785
28/03/2015,89.98972,809.05587,947.03812
29/03/2015,168.15778,877.57852,1135.41683
30/03/2015,273.58707,1173.554,1593.04829
31/03/2015,584.39312,1267.98753,2164.04442
01/04/2015,309.06941,1168.4653,1642.36514
02/04/2015,470.93288,1235.35961,1957.44664
03/04/2015,568.25026,1304.45138,2175.75628
04/04/2015,635.51225,1211.42083,2185.85937
05/04/2015,287.75784,1185.25642,1626.47894
06/04/2015,416.31965,1266.03564,1904.38352
07/04/2015,556.25184,1624.1752,2477.08276
08/04/2015,1054.50152,1819.59859,3436.47833
09/04/2015,650.43777,1703.02806,2700.35199
10/04/2015,825.0898,1765.82417,3030.94419
11/04/2015,236.44183,1114.40784,1476.94694
12/04/2015,110.78268,845.28421,1015.14864
13/04/2015,282.05506,1147.72249,1580.20091
14/04/2015,171.91319,1107.91491,1371.51145
15/04/2015,330.60664,1462.70296,1969.62607
16/04/2015,372.98937,1213.17684,1785.0859
17/04/2015,305.60368,1077.81826,1546.40401
18/04/2015,217.25174,875.84899,1208.96364
19/04/2015,316.20699,1150.74662,1635.59057
20/04/2015,436.37239,1388.94308,2058.03809
21/04/2015,438.64795,1434.91593,2107.50013
22/04/2015,357.11646,1253.39085,1800.96174
23/04/2015,298.89064,1419.83078,1878.12329
24/04/2015,119.91803,1132.2161,1316.08784
25/04/2015,59.559,706.6949,798.01743
26/04/2015,319.24602,1105.79651,1595.30025
27/04/2015,456.53552,1032.42264,1732.43398
28/04/2015,277.63902,1019.35658,1445.0638
29/04/2015,126.982,1008.37185,1203.07488
30/04/2015,387.73786,1178.78514,1773.30826
01/05/2015,290.62091,1044.19457,1489.80707
02/05/2015,236.73517,1242.65359,1605.64242
03/05/2015,89.56778,632.96339,770.29876
04/05/2015,72.3382,687.72719,798.64424
05/05/2015,65.93124,612.97428,714.06741
06/05/2015,68.91198,657.64771,763.31126
07/05/2015,74.48783,754.08103,868.2942
08/05/2015,312.28921,1317.81003,1796.64678
09/05/2015,65.36344,809.13395,909.35644
10/05/2015,38.76509,674.89832,734.33721
11/05/2015,73.99721,806.52993,919.99076
12/05/2015,99.29131,965.76882,1118.01339
13/05/2015,347.61889,1338.10789,1871.11604
14/05/2015,361.60611,1348.40398,1902.85894
15/05/2015,248.83841,1015.13763,1396.68458
16/05/2015,364.76884,1075.66713,1634.97159
17/05/2015,95.90686,833.31498,980.37017
18/05/2015,113.11119,825.3094,998.74415
19/05/2015,243.77887,1083.98351,1457.77255
20/05/2015,592.28591,1407.34836,2315.50743
21/05/2015,251.93383,1337.69142,1723.98458
22/05/2015,287.10291,1109.07678,1549.29505
23/05/2015,362.77544,966.29732,1522.54524
24/05/2015,175.1131,779.1731,1047.67612
25/05/2015,268.94462,990.38495,1402.76088
26/05/2015,435.02479,1201.49595,1868.52463
27/05/2015,194.14838,934.84578,1232.53582
28/05/2015,185.06326,809.55518,1093.31488
29/05/2015,244.56935,1142.72479,1517.72592
30/05/2015,148.01379,853.44088,1080.39212
31/05/2015,121.67526,895.04027,1081.6064
01/06/2015,66.41934,589.40318,691.24478
02/06/2015,71.62164,562.57623,672.39451
03/06/2015,189.84793,969.07348,1260.16951
04/06/2015,523.38475,1623.95205,2426.46416
05/06/2015,269.47047,1294.79818,1707.98046
06/06/2015,77.59463,739.84153,858.81831
07/06/2015,163.0137,966.02462,1215.97546
08/06/2015,284.14648,1019.93325,1455.61842
09/06/2015,451.13595,1100.97479,1792.70691
10/06/2015,299.58359,1064.15819,1523.51329
11/06/2015,277.20911,1211.96865,1637.01665
12/06/2015,274.27846,1603.02899,2023.58342
13/06/2015,121.1746,926.66202,1112.46046
14/06/2015,297.83466,1030.67017,1487.34364
15/06/2015,285.88532,1070.47235,1508.82371
16/06/2015,236.40557,1274.28537,1636.76882
17/06/2015,175.69604,846.37514,1115.77195
18/06/2015,557.93881,1239.86052,2095.35478
19/06/2015,663.91724,1364.15489,2382.14704
20/06/2015,319.35496,961.05485,1450.72563
21/06/2015,135.83449,645.80936,854.08603
22/06/2015,436.29559,994.07973,1663.05693
23/06/2015,539.7687,1278.7678,2106.40152
24/06/2015,121.05683,862.50562,1048.12348
25/06/2015,177.1449,953.41055,1225.02893
26/06/2015,105.94443,977.80658,1140.25244
27/06/2015,208.26856,806.39367,1125.73431
28/06/2015,53.08091,644.23935,725.62897
29/06/2015,136.82403,836.20412,1045.99805
30/06/2015,152.38268,1302.55849,1536.20863
01/07/2015,238.25803,1743.01618,2108.34001
02/07/2015,172.21554,792.3972,1056.45736
03/07/2015,206.32942,1092.56072,1408.92807
04/07/2015,39.86964,657.44849,718.58108
05/07/2015,80.14037,760.90486,883.78507
06/07/2015,74.68209,619.16154,733.67245
07/07/2015,121.14402,822.5685,1008.32007
08/07/2015,553.47722,1229.12948,2077.78272
09/07/2015,453.39386,1166.11006,1861.30429
10/07/2015,108.35526,1067.15379,1233.29619
11/07/2015,244.77184,1131.37061,1506.6822
12/07/2015,41.53894,459.60898,523.30114
13/07/2015,111.47049,656.3834,827.30242
14/07/2015,196.16558,817.79473,1118.57773
15/07/2015,703.78582,1030.54188,2109.66508
16/07/2015,305.66751,1335.29362,1803.97727
17/07/2015,130.16003,873.42376,1072.99969
18/07/2015,53.58758,588.35306,670.51945
19/07/2015,63.48885,737.68725,835.03545
20/07/2015,156.21705,774.66085,1014.19031
21/07/2015,81.47565,580.8328,705.76031
22/07/2015,114.06164,812.99641,987.88851
23/07/2015,148.37239,964.35581,1191.85695
24/07/2015,471.69096,1370.92815,2094.17746
25/07/2015,293.60476,998.03811,1448.22583
26/07/2015,106.4234,830.62632,993.80659
27/07/2015,44.84979,434.51078,503.27948
28/07/2015,106.72054,734.44606,898.08197
29/07/2015,184.3073,911.1037,1193.70425
30/07/2015,280.17666,1032.46235,1462.06052
31/07/2015,335.77191,1116.68723,1631.53035
01/08/2015,116.84834,954.1241,1133.28902
02/08/2015,55.06218,859.70671,944.13417
03/08/2015,66.79137,804.97937,907.39138
04/08/2015,14.07517,157.86445,179.44606
06/08/2015,30.93241,411.16887,458.59792
07/08/2015,364.22886,1415.51378,1973.99023
08/08/2015,149.41662,976.74691,1205.8491
09/08/2015,30.10608,633.99758,680.15961
10/08/2015,106.1887,546.09846,708.91882
11/08/2015,316.44833,1225.74675,1710.96073
12/08/2015,282.42832,948.75094,1381.80166
