Date,time,Nitric oxide,status,unit,Nitrogen dioxide,status,unit,Nitrogen oxides as nitrogen dioxide,status,unit
01/01/2022,01:00:00,5.44992,R,ugm-3,16.12053,R,ugm-3,24.47695,R,ugm-3
01/01/2022,02:00:00,4.15489,R,ugm-3,16.04587,R,ugm-3,22.4166,R,ugm-3
01/01/2022,03:00:00,3.6018,R,ugm-3,17.77987,R,ugm-3,23.30255,R,ugm-3
01/01/2022,04:00:00,2.75194,R,ugm-3,10.24408,R,ugm-3,14.46365,R,ugm-3
01/01/2022,05:00:00,1.57832,R,ugm-3,6.85152,R,ugm-3,9.27157,R,ugm-3
01/01/2022,06:00:00,0.9308,R,ugm-3,5.61919,R,ugm-3,7.0464,R,ugm-3
01/01/2022,07:00:00,0.97127,R,ugm-3,6.48429,R,ugm-3,7.97355,R,ugm-3
01/01/2022,08:00:00,1.37597,R,ugm-3,5.18385,R,ugm-3,7.29364,R,ugm-3
01/01/2022,09:00:00,1.05221,R,ugm-3,5.55665,R,ugm-3,7.17002,R,ugm-3
01/01/2022,10:00:00,1.21409,R,ugm-3,4.31947,R,ugm-3,6.18105,R,ugm-3
01/01/2022,11:00:00,1.01174,R,ugm-3,3.39352,R,ugm-3,4.94484,R,ugm-3
01/01/2022,12:00:00,1.49738,R,ugm-3,3.69967,R,ugm-3,5.99562,R,ugm-3
01/01/2022,13:00:00,1.53785,R,ugm-3,4.1321,R,ugm-3,6.4901,R,ugm-3
01/01/2022,14:00:00,1.25456,R,ugm-3,3.94836,R,ugm-3,5.872,R,ugm-3
01/01/2022,15:00:00,1.57832,R,ugm-3,5.61531,R,ugm-3,8.03536,R,ugm-3
01/01/2022,16:00:00,1.65926,R,ugm-3,7.03647,R,ugm-3,9.58063,R,ugm-3
01/01/2022,17:00:00,1.61879,R,ugm-3,6.23317,R,ugm-3,8.71528,R,ugm-3
01/01/2022,18:00:00,1.61879,R,ugm-3,5.92412,R,ugm-3,8.40623,R,ugm-3
01/01/2022,19:00:00,1.65926,R,ugm-3,5.36758,R,ugm-3,7.91174,R,ugm-3
01/01/2022,20:00:00,2.10442,R,ugm-3,6.10665,R,ugm-3,9.33338,R,ugm-3
01/01/2022,21:00:00,2.30677,R,ugm-3,6.4763,R,ugm-3,10.0133,R,ugm-3
01/01/2022,22:00:00,2.50912,R,ugm-3,5.30069,R,ugm-3,9.14795,R,ugm-3
01/01/2022,23:00:00,2.38771,R,ugm-3,7.83564,R,ugm-3,11.49675,R,ugm-3
01/01/2022,00:00:00,2.50912,R,ugm-3,6.59871,R,ugm-3,10.44597,R,ugm-3
02/01/2022,01:00:00,1.9446,R,ugm-3,5.10126,R,ugm-3,8.08294,R,ugm-3
02/01/2022,02:00:00,1.51247,R,ugm-3,4.27923,R,ugm-3,6.59831,R,ugm-3
02/01/2022,03:00:00,1.01281,R,ugm-3,2.71533,R,ugm-3,4.26828,R,ugm-3
02/01/2022,04:00:00,0.9723,R,ugm-3,2.90116,R,ugm-3,4.392,R,ugm-3
02/01/2022,05:00:00,0.72923,R,ugm-3,1.85111,R,ugm-3,2.96924,R,ugm-3
02/01/2022,06:00:00,1.25589,R,ugm-3,3.45608,R,ugm-3,5.38175,R,ugm-3
02/01/2022,07:00:00,1.25589,R,ugm-3,6.05417,R,ugm-3,7.97984,R,ugm-3
02/01/2022,08:00:00,3.03844,R,ugm-3,12.47612,R,ugm-3,17.13499,R,ugm-3
02/01/2022,09:00:00,3.80817,R,ugm-3,16.61577,R,ugm-3,22.45488,R,ugm-3
02/01/2022,10:00:00,11.10042,R,ugm-3,25.97172,R,ugm-3,42.99213,R,ugm-3
02/01/2022,11:00:00,6.40097,R,ugm-3,9.2998,R,ugm-3,19.11449,R,ugm-3
02/01/2022,12:00:00,5.5097,R,ugm-3,9.55294,R,ugm-3,18.00102,R,ugm-3
02/01/2022,13:00:00,5.8338,R,ugm-3,12.14895,R,ugm-3,21.09398,R,ugm-3
02/01/2022,14:00:00,4.61842,R,ugm-3,10.17723,R,ugm-3,17.25871,R,ugm-3
02/01/2022,15:00:00,5.30714,R,ugm-3,11.34815,R,ugm-3,19.48564,R,ugm-3
02/01/2022,16:00:00,4.94253,R,ugm-3,11.1649,R,ugm-3,18.74333,R,ugm-3
02/01/2022,17:00:00,5.5097,R,ugm-3,12.70775,R,ugm-3,21.15584,R,ugm-3
02/01/2022,18:00:00,5.02355,R,ugm-3,11.22624,R,ugm-3,18.92891,R,ugm-3
02/01/2022,19:00:00,5.14509,R,ugm-3,15.1226,R,ugm-3,23.01162,R,ugm-3
02/01/2022,20:00:00,3.8892,R,ugm-3,11.17164,R,ugm-3,17.13499,R,ugm-3
02/01/2022,21:00:00,3.15998,R,ugm-3,8.39264,R,ugm-3,13.23787,R,ugm-3
02/01/2022,22:00:00,5.91482,R,ugm-3,12.89074,R,ugm-3,21.96001,R,ugm-3
02/01/2022,23:00:00,3.20049,R,ugm-3,6.5366,R,ugm-3,11.44395,R,ugm-3
02/01/2022,00:00:00,2.06614,R,ugm-3,5.05924,R,ugm-3,8.22727,R,ugm-3
03/01/2022,01:00:00,1.35184,R,ugm-3,3.04492,R,ugm-3,5.11772,R,ugm-3
03/01/2022,02:00:00,1.73036,R,ugm-3,3.28998,R,ugm-3,5.94316,R,ugm-3
03/01/2022,03:00:00,1.25722,R,ugm-3,2.65348,R,ugm-3,4.58118,R,ugm-3
03/01/2022,04:00:00,0.97333,R,ugm-3,2.16015,R,ugm-3,3.65257,R,ugm-3
03/01/2022,05:00:00,0.64889,R,ugm-3,1.97664,R,ugm-3,2.97158,R,ugm-3
03/01/2022,06:00:00,8.31384,R,ugm-3,10.71538,R,ugm-3,23.46309,R,ugm-3
03/01/2022,07:00:00,44.57028,R,ugm-3,36.84134,R,ugm-3,105.18149,R,ugm-3
03/01/2022,08:00:00,31.02481,R,ugm-3,31.48565,R,ugm-3,79.05636,R,ugm-3
03/01/2022,09:00:00,25.83373,R,ugm-3,19.88231,R,ugm-3,59.49347,R,ugm-3
03/01/2022,10:00:00,31.59258,R,ugm-3,28.4483,R,ugm-3,76.88959,R,ugm-3
03/01/2022,11:00:00,47.69304,R,ugm-3,44.55857,R,ugm-3,117.68688,R,ugm-3
03/01/2022,12:00:00,41.04197,R,ugm-3,36.61773,R,ugm-3,99.54787,R,ugm-3
03/01/2022,13:00:00,26.44206,R,ugm-3,29.96915,R,ugm-3,70.51308,R,ugm-3
03/01/2022,14:00:00,21.04821,R,ugm-3,35.8252,R,ugm-3,68.09867,R,ugm-3
03/01/2022,15:00:00,30.53815,R,ugm-3,33.59383,R,ugm-3,80.41834,R,ugm-3
03/01/2022,16:00:00,26.19873,R,ugm-3,38.94745,R,ugm-3,79.11827,R,ugm-3
03/01/2022,17:00:00,45.05695,R,ugm-3,49.34342,R,ugm-3,118.42978,R,ugm-3
03/01/2022,18:00:00,63.59072,R,ugm-3,48.66009,R,ugm-3,146.16451,R,ugm-3
03/01/2022,19:00:00,48.99081,R,ugm-3,43.18776,R,ugm-3,118.30596,R,ugm-3
03/01/2022,20:00:00,46.39527,R,ugm-3,51.563,R,ugm-3,122.70142,R,ugm-3
03/01/2022,21:00:00,22.83264,R,ugm-3,24.48392,R,ugm-3,59.49347,R,ugm-3
03/01/2022,22:00:00,24.61707,R,ugm-3,40.81545,R,ugm-3,78.5611,R,ugm-3
03/01/2022,23:00:00,28.79427,R,ugm-3,32.42945,R,ugm-3,76.58005,R,ugm-3
03/01/2022,00:00:00,20.43987,R,ugm-3,20.72382,R,ugm-3,52.06453,R,ugm-3
04/01/2022,01:00:00,3.41024,R,ugm-3,7.24496,R,ugm-3,12.47392,R,ugm-3
04/01/2022,02:00:00,1.29914,R,ugm-3,2.22106,R,ugm-3,4.21305,R,ugm-3
04/01/2022,03:00:00,2.1111,R,ugm-3,3.08259,R,ugm-3,6.31957,R,ugm-3
04/01/2022,04:00:00,1.98931,R,ugm-3,4.38456,R,ugm-3,7.43479,R,ugm-3
04/01/2022,05:00:00,4.70938,R,ugm-3,6.9671,R,ugm-3,14.18806,R,ugm-3
04/01/2022,06:00:00,7.02348,R,ugm-3,12.0928,R,ugm-3,22.86198,R,ugm-3
04/01/2022,07:00:00,17.376,R,ugm-3,25.33875,R,ugm-3,51.98157,R,ugm-3
04/01/2022,08:00:00,34.22421,R,ugm-3,32.40411,R,ugm-3,84.88051,R,ugm-3
04/01/2022,09:00:00,41.1259,R,ugm-3,31.363,R,ugm-3,94.42182,R,ugm-3
04/01/2022,10:00:00,43.237,R,ugm-3,36.24233,R,ugm-3,102.53813,R,ugm-3
04/01/2022,11:00:00,32.84388,R,ugm-3,35.01625,R,ugm-3,85.37616,R,ugm-3
04/01/2022,12:00:00,40.88231,R,ugm-3,29.69193,R,ugm-3,92.37725,R,ugm-3
04/01/2022,13:00:00,36.45711,R,ugm-3,30.21952,R,ugm-3,86.11964,R,ugm-3
04/01/2022,14:00:00,38.52762,R,ugm-3,22.33609,R,ugm-3,81.41094,R,ugm-3
04/01/2022,15:00:00,45.51049,R,ugm-3,40.87266,R,ugm-3,110.65444,R,ugm-3
04/01/2022,16:00:00,38.69001,R,ugm-3,36.70884,R,ugm-3,96.03269,R,ugm-3
04/01/2022,17:00:00,27.52553,R,ugm-3,26.13289,R,ugm-3,68.3381,R,ugm-3
04/01/2022,18:00:00,41.97846,R,ugm-3,32.96771,R,ugm-3,97.33378,R,ugm-3
04/01/2022,19:00:00,16.23925,R,ugm-3,8.49476,R,ugm-3,33.3946,R,ugm-3
04/01/2022,20:00:00,11.40807,R,ugm-3,19.49594,R,ugm-3,36.98808,R,ugm-3
04/01/2022,21:00:00,11.44867,R,ugm-3,13.29999,R,ugm-3,30.85437,R,ugm-3
04/01/2022,22:00:00,7.91663,R,ugm-3,11.34287,R,ugm-3,23.48154,R,ugm-3
04/01/2022,23:00:00,6.37391,R,ugm-3,11.35401,R,ugm-3,21.12719,R,ugm-3
04/01/2022,00:00:00,5.19656,R,ugm-3,7.64511,R,ugm-3,15.61306,R,ugm-3
05/01/2022,01:00:00,2.2217,R,ugm-3,3.12466,R,ugm-3,6.53122,R,ugm-3
05/01/2022,02:00:00,0.81282,R,ugm-3,2.72203,R,ugm-3,3.96834,R,ugm-3
05/01/2022,03:00:00,1.05666,R,ugm-3,2.47215,R,ugm-3,4.09235,R,ugm-3
05/01/2022,04:00:00,2.07269,R,ugm-3,2.65042,R,ugm-3,5.8285,R,ugm-3
05/01/2022,05:00:00,2.19461,R,ugm-3,11.57825,R,ugm-3,14.94327,R,ugm-3
05/01/2022,06:00:00,3.12935,R,ugm-3,4.3165,R,ugm-3,9.11477,R,ugm-3
05/01/2022,07:00:00,21.01136,R,ugm-3,16.51917,R,ugm-3,48.73614,R,ugm-3
05/01/2022,08:00:00,29.13955,R,ugm-3,30.90441,R,ugm-3,75.58443,R,ugm-3
05/01/2022,09:00:00,38.3244,R,ugm-3,40.38317,R,ugm-3,99.14643,R,ugm-3
05/01/2022,10:00:00,31.65929,R,ugm-3,38.32582,R,ugm-3,86.86939,R,ugm-3
05/01/2022,11:00:00,38.44632,R,ugm-3,38.39807,R,ugm-3,97.34828,R,ugm-3
05/01/2022,12:00:00,35.35761,R,ugm-3,37.11952,R,ugm-3,91.33377,R,ugm-3
05/01/2022,13:00:00,39.0153,R,ugm-3,36.34756,R,ugm-3,96.17018,R,ugm-3
05/01/2022,14:00:00,43.77028,R,ugm-3,45.7981,R,ugm-3,112.9116,R,ugm-3
05/01/2022,15:00:00,41.49439,R,ugm-3,37.56876,R,ugm-3,101.1926,R,ugm-3
05/01/2022,16:00:00,36.29235,R,ugm-3,40.89471,R,ugm-3,96.54221,R,ugm-3
05/01/2022,17:00:00,71.36548,R,ugm-3,51.23012,R,ugm-3,160.65566,R,ugm-3
05/01/2022,18:00:00,51.3295,R,ugm-3,36.81169,R,ugm-3,115.51582,R,ugm-3
05/01/2022,19:00:00,43.07939,R,ugm-3,55.47619,R,ugm-3,121.53033,R,ugm-3
05/01/2022,20:00:00,49.09425,R,ugm-3,46.06752,R,ugm-3,121.34432,R,ugm-3
05/01/2022,21:00:00,56.53154,R,ugm-3,49.29708,R,ugm-3,135.97756,R,ugm-3
05/01/2022,22:00:00,51.00437,R,ugm-3,37.62024,R,ugm-3,115.82585,R,ugm-3
05/01/2022,23:00:00,22.31187,R,ugm-3,28.35226,R,ugm-3,62.56332,R,ugm-3
05/01/2022,00:00:00,21.13329,R,ugm-3,27.05914,R,ugm-3,59.46305,R,ugm-3
06/01/2022,01:00:00,5.04479,R,ugm-3,13.11491,R,ugm-3,20.85013,R,ugm-3
06/01/2022,02:00:00,2.98347,R,ugm-3,11.64217,R,ugm-3,16.21677,R,ugm-3
06/01/2022,03:00:00,1.42393,R,ugm-3,10.22746,R,ugm-3,12.41079,R,ugm-3
06/01/2022,04:00:00,1.58667,R,ugm-3,9.97794,R,ugm-3,12.41079,R,ugm-3
06/01/2022,05:00:00,1.95282,R,ugm-3,12.3951,R,ugm-3,15.38939,R,ugm-3
06/01/2022,06:00:00,4.5159,R,ugm-3,13.92586,R,ugm-3,20.85013,R,ugm-3
06/01/2022,07:00:00,5.32957,R,ugm-3,10.81662,R,ugm-3,18.98851,R,ugm-3
06/01/2022,08:00:00,9.11316,R,ugm-3,17.5501,R,ugm-3,31.52341,R,ugm-3
06/01/2022,09:00:00,8.95042,R,ugm-3,15.00719,R,ugm-3,28.73099,R,ugm-3
06/01/2022,10:00:00,7.56718,R,ugm-3,12.28794,R,ugm-3,23.89078,R,ugm-3
06/01/2022,11:00:00,7.28239,R,ugm-3,12.35228,R,ugm-3,23.51845,R,ugm-3
06/01/2022,12:00:00,8.13675,R,ugm-3,12.9039,R,ugm-3,25.38007,R,ugm-3
06/01/2022,13:00:00,8.38085,R,ugm-3,11.41264,R,ugm-3,24.2631,R,ugm-3
06/01/2022,14:00:00,7.44513,R,ugm-3,12.35097,R,ugm-3,23.76667,R,ugm-3
06/01/2022,15:00:00,6.14325,R,ugm-3,10.87214,R,ugm-3,20.29165,R,ugm-3
06/01/2022,16:00:00,7.72991,R,ugm-3,13.21744,R,ugm-3,25.0698,R,ugm-3
06/01/2022,17:00:00,10.29299,R,ugm-3,21.57413,R,ugm-3,37.35649,R,ugm-3
06/01/2022,18:00:00,11.47282,R,ugm-3,18.71017,R,ugm-3,36.30157,R,ugm-3
06/01/2022,19:00:00,23.59657,R,ugm-3,24.8802,R,ugm-3,61.0611,R,ugm-3
06/01/2022,20:00:00,44.75212,R,ugm-3,44.75364,R,ugm-3,113.3726,R,ugm-3
06/01/2022,21:00:00,17.7788,R,ugm-3,21.8863,R,ugm-3,49.14674,R,ugm-3
06/01/2022,22:00:00,26.32238,R,ugm-3,33.4838,R,ugm-3,73.84422,R,ugm-3
06/01/2022,23:00:00,28.60067,R,ugm-3,29.55609,R,ugm-3,73.40984,R,ugm-3
06/01/2022,00:00:00,13.22222,R,ugm-3,24.52918,R,ugm-3,44.80296,R,ugm-3
07/01/2022,01:00:00,1.68337,R,ugm-3,5.0368,R,ugm-3,7.61793,R,ugm-3
07/01/2022,02:00:00,1.90057,R,ugm-3,5.86301,R,ugm-3,8.77718,R,ugm-3
07/01/2022,03:00:00,1.95488,R,ugm-3,5.26222,R,ugm-3,8.25965,R,ugm-3
07/01/2022,04:00:00,0.93671,R,ugm-3,4.15297,R,ugm-3,5.58924,R,ugm-3
07/01/2022,05:00:00,3.50248,R,ugm-3,7.85747,R,ugm-3,13.22787,R,ugm-3
07/01/2022,06:00:00,18.32695,R,ugm-3,23.07166,R,ugm-3,51.17259,R,ugm-3
07/01/2022,07:00:00,46.22464,R,ugm-3,51.09283,R,ugm-3,121.96963,R,ugm-3
07/01/2022,08:00:00,54.32923,R,ugm-3,51.70754,R,ugm-3,135.01119,R,ugm-3
07/01/2022,09:00:00,89.23188,R,ugm-3,73.27299,R,ugm-3,210.0933,R,ugm-3
07/01/2022,10:00:00,41.98908,R,ugm-3,58.76722,R,ugm-3,123.14958,R,ugm-3
07/01/2022,11:00:00,64.42941,R,ugm-3,54.9137,R,ugm-3,153.70409,R,ugm-3
07/01/2022,12:00:00,76.97319,R,ugm-3,69.58823,R,ugm-3,187.61214,R,ugm-3
07/01/2022,13:00:00,77.9099,R,ugm-3,62.0659,R,ugm-3,181.52608,R,ugm-3
07/01/2022,14:00:00,59.13496,R,ugm-3,52.03958,R,ugm-3,142.71192,R,ugm-3
07/01/2022,15:00:00,61.4971,R,ugm-3,54.06902,R,ugm-3,148.36326,R,ugm-3
07/01/2022,16:00:00,83.65235,R,ugm-3,66.98563,R,ugm-3,195.25077,R,ugm-3
07/01/2022,17:00:00,94.44488,R,ugm-3,71.80062,R,ugm-3,216.61408,R,ugm-3
07/01/2022,18:00:00,95.30014,R,ugm-3,60.11809,R,ugm-3,206.24294,R,ugm-3
07/01/2022,19:00:00,80.43495,R,ugm-3,72.22941,R,ugm-3,195.56128,R,ugm-3
07/01/2022,20:00:00,60.2753,R,ugm-3,49.23533,R,ugm-3,141.65617,R,ugm-3
07/01/2022,21:00:00,29.16021,R,ugm-3,37.94694,R,ugm-3,82.65864,R,ugm-3
07/01/2022,22:00:00,46.02101,R,ugm-3,43.02121,R,ugm-3,113.58577,R,ugm-3
07/01/2022,23:00:00,41.94835,R,ugm-3,49.94899,R,ugm-3,114.2689,R,ugm-3
07/01/2022,00:00:00,13.8063,R,ugm-3,31.30738,R,ugm-3,52.47675,R,ugm-3
08/01/2022,01:00:00,8.42567,R,ugm-3,23.87442,R,ugm-3,36.7936,R,ugm-3
08/01/2022,02:00:00,6.63182,R,ugm-3,22.81301,R,ugm-3,32.98165,R,ugm-3
08/01/2022,03:00:00,3.79155,R,ugm-3,13.45329,R,ugm-3,19.26692,R,ugm-3
08/01/2022,04:00:00,1.10077,R,ugm-3,7.38627,R,ugm-3,9.0741,R,ugm-3
08/01/2022,05:00:00,1.22308,R,ugm-3,4.77483,R,ugm-3,6.6502,R,ugm-3
08/01/2022,06:00:00,3.34309,R,ugm-3,7.73934,R,ugm-3,12.86533,R,ugm-3
08/01/2022,07:00:00,2.48693,R,ugm-3,4.51504,R,ugm-3,8.32828,R,ugm-3
08/01/2022,08:00:00,3.4654,R,ugm-3,6.12232,R,ugm-3,11.43585,R,ugm-3
08/01/2022,09:00:00,3.58771,R,ugm-3,5.74833,R,ugm-3,11.2494,R,ugm-3
08/01/2022,10:00:00,4.93309,R,ugm-3,9.2169,R,ugm-3,16.78087,R,ugm-3
08/01/2022,11:00:00,8.84695,R,ugm-3,16.70257,R,ugm-3,30.26771,R,ugm-3
08/01/2022,12:00:00,43.82707,R,ugm-3,37.95952,R,ugm-3,105.1601,R,ugm-3
08/01/2022,13:00:00,68.411,R,ugm-3,52.72044,R,ugm-3,157.61584,R,ugm-3
08/01/2022,14:00:00,97.72418,R,ugm-3,65.3885,R,ugm-3,215.23015,R,ugm-3
08/01/2022,15:00:00,111.21884,R,ugm-3,73.038,R,ugm-3,243.57117,R,ugm-3
08/01/2022,16:00:00,82.39489,R,ugm-3,57.9417,R,ugm-3,184.27877,R,ugm-3
08/01/2022,17:00:00,100.12957,R,ugm-3,62.25965,R,ugm-3,215.78951,R,ugm-3
08/01/2022,18:00:00,117.82347,R,ugm-3,78.75962,R,ugm-3,259.41976,R,ugm-3
08/01/2022,19:00:00,93.40262,R,ugm-3,63.25145,R,ugm-3,206.46681,R,ugm-3
08/01/2022,20:00:00,81.29412,R,ugm-3,76.59685,R,ugm-3,201.24609,R,ugm-3
08/01/2022,21:00:00,57.60712,R,ugm-3,64.68696,R,ugm-3,153.01664,R,ugm-3
08/01/2022,22:00:00,47.70016,R,ugm-3,47.55871,R,ugm-3,120.69793,R,ugm-3
08/01/2022,23:00:00,40.03552,R,ugm-3,44.58112,R,ugm-3,105.96806,R,ugm-3
08/01/2022,00:00:00,32.69703,R,ugm-3,37.18791,R,ugm-3,87.32266,R,ugm-3
09/01/2022,01:00:00,9.90376,R,ugm-3,18.15368,R,ugm-3,33.33923,R,ugm-3
09/01/2022,02:00:00,10.01259,R,ugm-3,22.79695,R,ugm-3,38.14937,R,ugm-3
09/01/2022,03:00:00,11.42741,R,ugm-3,21.10445,R,ugm-3,38.62623,R,ugm-3
09/01/2022,04:00:00,3.87716,R,ugm-3,14.45673,R,ugm-3,20.40162,R,ugm-3
09/01/2022,05:00:00,1.75492,R,ugm-3,10.55777,R,ugm-3,13.24861,R,ugm-3
09/01/2022,06:00:00,1.6733,R,ugm-3,9.06572,R,ugm-3,11.63141,R,ugm-3
09/01/2022,07:00:00,1.95898,R,ugm-3,13.29268,R,ugm-3,16.29641,R,ugm-3
09/01/2022,08:00:00,7.42782,R,ugm-3,28.35667,R,ugm-3,39.74583,R,ugm-3
09/01/2022,09:00:00,27.1401,R,ugm-3,38.43723,R,ugm-3,80.05147,R,ugm-3
09/01/2022,10:00:00,53.13746,R,ugm-3,46.22041,R,ugm-3,127.69671,R,ugm-3
09/01/2022,11:00:00,64.27918,R,ugm-3,48.35648,R,ugm-3,146.91652,R,ugm-3
09/01/2022,12:00:00,40.28162,R,ugm-3,43.2916,R,ugm-3,105.05589,R,ugm-3
09/01/2022,13:00:00,125.25258,R,ugm-3,60.10773,R,ugm-3,252.15901,R,ugm-3
09/01/2022,14:00:00,55.01482,R,ugm-3,48.69103,R,ugm-3,133.04591,R,ugm-3
09/01/2022,15:00:00,199.00019,R,ugm-3,74.04214,R,ugm-3,379.17152,R,ugm-3
09/01/2022,16:00:00,249.15836,R,ugm-3,81.22849,R,ugm-3,463.26599,R,ugm-3
09/01/2022,17:00:00,211.4071,R,ugm-3,79.58751,R,ugm-3,403.74054,R,ugm-3
09/01/2022,18:00:00,151.33157,R,ugm-3,65.52655,R,ugm-3,297.56505,R,ugm-3
09/01/2022,19:00:00,120.2735,R,ugm-3,66.24942,R,ugm-3,250.66621,R,ugm-3
09/01/2022,20:00:00,57.21868,R,ugm-3,52.96244,R,ugm-3,140.69652,R,ugm-3
09/01/2022,21:00:00,55.46375,R,ugm-3,39.54347,R,ugm-3,124.58671,R,ugm-3
09/01/2022,22:00:00,24.32406,R,ugm-3,34.73129,R,ugm-3,72.02766,R,ugm-3
09/01/2022,23:00:00,26.8136,R,ugm-3,34.45945,R,ugm-3,75.57306,R,ugm-3
09/01/2022,00:00:00,8.81543,R,ugm-3,21.75062,R,ugm-3,35.26743,R,ugm-3
10/01/2022,01:00:00,3.48629,R,ugm-3,13.41205,R,ugm-3,18.75762,R,ugm-3
10/01/2022,02:00:00,2.56025,R,ugm-3,11.84403,R,ugm-3,15.76968,R,ugm-3
10/01/2022,03:00:00,2.77814,R,ugm-3,12.04942,R,ugm-3,16.30917,R,ugm-3
10/01/2022,04:00:00,2.81899,R,ugm-3,11.73778,R,ugm-3,16.06018,R,ugm-3
10/01/2022,05:00:00,2.20617,R,ugm-3,13.86016,R,ugm-3,17.2429,R,ugm-3
10/01/2022,06:00:00,6.61851,R,ugm-3,20.22915,R,ugm-3,30.37739,R,ugm-3
10/01/2022,07:00:00,15.11635,R,ugm-3,30.60484,R,ugm-3,53.78292,R,ugm-3
10/01/2022,08:00:00,15.5249,R,ugm-3,34.21132,R,ugm-3,58.01583,R,ugm-3
10/01/2022,09:00:00,7.92587,R,ugm-3,17.66432,R,ugm-3,29.81715,R,ugm-3
10/01/2022,10:00:00,8.21185,R,ugm-3,15.6696,R,ugm-3,28.26093,R,ugm-3
10/01/2022,11:00:00,9.64178,R,ugm-3,14.28631,R,ugm-3,29.07016,R,ugm-3
10/01/2022,12:00:00,9.47836,R,ugm-3,15.22162,R,ugm-3,29.7549,R,ugm-3
10/01/2022,13:00:00,7.31304,R,ugm-3,13.87307,R,ugm-3,25.08625,R,ugm-3
10/01/2022,14:00:00,8.00758,R,ugm-3,13.36837,R,ugm-3,25.64648,R,ugm-3
10/01/2022,15:00:00,9.23323,R,ugm-3,16.21997,R,ugm-3,30.37739,R,ugm-3
10/01/2022,16:00:00,14.21754,R,ugm-3,21.8987,R,ugm-3,43.69862,R,ugm-3
10/01/2022,17:00:00,12.74676,R,ugm-3,23.71812,R,ugm-3,43.26288,R,ugm-3
10/01/2022,18:00:00,16.7914,R,ugm-3,31.33564,R,ugm-3,57.0821,R,ugm-3
10/01/2022,19:00:00,8.04843,R,ugm-3,17.84988,R,ugm-3,30.19064,R,ugm-3
10/01/2022,20:00:00,6.86364,R,ugm-3,16.86535,R,ugm-3,27.38945,R,ugm-3
10/01/2022,21:00:00,14.25839,R,ugm-3,24.13926,R,ugm-3,46.00183,R,ugm-3
10/01/2022,22:00:00,45.96187,R,ugm-3,43.69032,R,ugm-3,114.1642,R,ugm-3
10/01/2022,23:00:00,85.34608,R,ugm-3,50.15719,R,ugm-3,181.01936,R,ugm-3
10/01/2022,00:00:00,48.94428,R,ugm-3,40.61132,R,ugm-3,115.65817,R,ugm-3
11/01/2022,01:00:00,5.12586,R,ugm-3,23.28918,R,ugm-3,31.14872,R,ugm-3
11/01/2022,02:00:00,2.61746,R,ugm-3,15.83874,R,ugm-3,19.85212,R,ugm-3
11/01/2022,03:00:00,1.96309,R,ugm-3,9.38715,R,ugm-3,12.39719,R,ugm-3
11/01/2022,04:00:00,2.53566,R,ugm-3,8.88301,R,ugm-3,12.77098,R,ugm-3
11/01/2022,05:00:00,2.74015,R,ugm-3,9.06785,R,ugm-3,13.26936,R,ugm-3
11/01/2022,06:00:00,13.61897,R,ugm-3,25.77866,R,ugm-3,46.66079,R,ugm-3
11/01/2022,07:00:00,40.20254,R,ugm-3,43.82653,R,ugm-3,105.46957,R,ugm-3
11/01/2022,08:00:00,52.43099,R,ugm-3,56.41213,R,ugm-3,136.80518,R,ugm-3
11/01/2022,09:00:00,99.25897,R,ugm-3,77.30881,R,ugm-3,229.50378,R,ugm-3
11/01/2022,10:00:00,101.46746,R,ugm-3,67.50588,R,ugm-3,223.08714,R,ugm-3
11/01/2022,11:00:00,64.12776,R,ugm-3,54.86155,R,ugm-3,153.18941,R,ugm-3
11/01/2022,12:00:00,75.66094,R,ugm-3,65.77211,R,ugm-3,181.78394,R,ugm-3
11/01/2022,13:00:00,72.59361,R,ugm-3,62.12744,R,ugm-3,173.43608,R,ugm-3
11/01/2022,14:00:00,33.37261,R,ugm-3,32.24566,R,ugm-3,83.41628,R,ugm-3
11/01/2022,15:00:00,32.02298,R,ugm-3,46.64995,R,ugm-3,95.75117,R,ugm-3
11/01/2022,16:00:00,28.05589,R,ugm-3,30.36795,R,ugm-3,73.38639,R,ugm-3
11/01/2022,17:00:00,20.36711,R,ugm-3,31.87818,R,ugm-3,63.10731,R,ugm-3
11/01/2022,18:00:00,26.25639,R,ugm-3,37.11419,R,ugm-3,77.37342,R,ugm-3
11/01/2022,19:00:00,22.98457,R,ugm-3,34.46833,R,ugm-3,69.71084,R,ugm-3
11/01/2022,20:00:00,30.95964,R,ugm-3,41.67686,R,ugm-3,89.14764,R,ugm-3
11/01/2022,21:00:00,32.80004,R,ugm-3,44.46172,R,ugm-3,94.75441,R,ugm-3
11/01/2022,22:00:00,10.96061,R,ugm-3,21.32,R,ugm-3,38.12604,R,ugm-3
11/01/2022,23:00:00,8.38405,R,ugm-3,14.36862,R,ugm-3,27.22398,R,ugm-3
11/01/2022,00:00:00,7.36161,R,ugm-3,14.00513,R,ugm-3,25.29276,R,ugm-3
12/01/2022,01:00:00,1.14634,R,ugm-3,5.8901,R,ugm-3,7.64779,R,ugm-3
12/01/2022,02:00:00,1.52845,R,ugm-3,7.21615,R,ugm-3,9.55974,R,ugm-3
12/01/2022,03:00:00,6.5505,R,ugm-3,24.24642,R,ugm-3,34.29038,R,ugm-3
12/01/2022,04:00:00,1.63763,R,ugm-3,5.21993,R,ugm-3,7.73092,R,ugm-3
