Date,Sum of Nitric oxide,Sum of Nitrogen dioxide,Sum of Nitrogen oxides as nitrogen dioxide
20/07/2014,840,1473,2762
21/07/2014,967,891,2374
22/07/2014,848,873,2173
23/07/2014,495,668,1427
24/07/2014,2127,1530,4791
25/07/2014,1248,1315,3229
26/07/2014,534,940,1759
27/07/2014,474,688,1415
28/07/2014,887,752,2112
29/07/2014,1434,1067,3265
30/07/2014,1334,1088,3133
31/07/2014,1170,1006,2799
01/08/2014,952,932,2391
02/08/2014,1218,1327,3195
03/08/2014,180,434,710
04/08/2014,1170,986,2781
05/08/2014,651,660,1658
06/08/2014,1280,1409,3371
07/08/2014,1016,913,2471
08/08/2014,777,777,1968
09/08/2014,1280,1106,3069
10/08/2014,530,731,1544
11/08/2014,995,924,2449
12/08/2014,1903,1338,4256
13/08/2014,1050,973,2582
14/08/2014,25,42,79
15/08/2014,837,734,2017
16/08/2014,900,955,2335
17/08/2014,481,584,1321
18/08/2014,1019,911,2474
19/08/2014,1117,940,2654
20/08/2014,1567,1334,3737
21/08/2014,1583,1167,3594
22/08/2014,1262,1157,3092
23/08/2014,1154,1132,2902
24/08/2014,892,1030,2399
25/08/2014,1075,1123,2772
26/08/2014,1822,1435,4228
27/08/2014,888,780,2142
28/08/2014,486,771,1516
29/08/2014,515,644,1433
30/08/2014,1545,1359,3728
31/08/2014,435,623,1289
01/09/2014,1738,1179,3843
02/09/2014,901,777,2158
03/09/2014,141,211,428
04/09/2014,296,687,1140
05/09/2014,2627,1760,5788
06/09/2014,1854,1345,4188
07/09/2014,553,646,1495
08/09/2014,1572,1129,3540
09/09/2014,1570,1154,3561
10/09/2014,811,780,2023
11/09/2014,400,632,1245
12/09/2014,433,694,1357
13/09/2014,1182,1168,2980
14/09/2014,587,999,1900
15/09/2014,1280,1256,3218
16/09/2014,517,1023,1816
17/09/2014,2822,1822,6149
18/09/2014,1052,1582,3195
19/09/2014,1493,1628,3916
20/09/2014,1226,1213,3093
21/09/2014,885,1085,2442
22/09/2014,1013,959,2513
23/09/2014,1515,1143,3466
24/09/2014,1701,1354,3963
25/09/2014,1624,1140,3630
26/09/2014,1813,1382,4162
27/09/2014,607,771,1702
28/09/2014,770,787,1967
29/09/2014,1135,936,2676
30/09/2014,793,751,1966
01/10/2014,2168,1477,4801
02/10/2014,865,699,2026
03/10/2014,764,910,2082
04/10/2014,1929,1545,4503
05/10/2014,240,383,751
06/10/2014,218,450,785
07/10/2014,1241,1460,3362
08/10/2014,1570,1299,3707
09/10/2014,3073,1790,6502
10/10/2014,2117,1324,4569
11/10/2014,1796,1250,4003
12/10/2014,1237,1089,2986
13/10/2014,1772,1299,4016
14/10/2014,1723,1420,4062
15/10/2014,2024,1428,4531
16/10/2014,912,1219,2618
17/10/2014,367,484,1047
18/10/2014,242,407,778
19/10/2014,439,580,1254
20/10/2014,1028,863,2440
21/10/2014,764,767,1938
22/10/2014,1563,1250,3647
23/10/2014,721,764,1870
24/10/2014,1042,1013,2610
25/10/2014,353,522,1064
26/10/2014,160,309,554
27/10/2014,399,499,1111
28/10/2014,2332,1531,5107
29/10/2014,2908,1697,6155
30/10/2014,748,825,1971
31/10/2014,417,620,1259
01/11/2014,411,596,1226
02/11/2014,351,604,1142
03/11/2014,2775,1625,5881
04/11/2014,2594,1625,5603
05/11/2014,2515,1782,5638
06/11/2014,272,583,1000
07/11/2014,1888,1344,4239
08/11/2014,792,1039,2254
09/11/2014,1717,1378,4010
10/11/2014,4136,1595,7937
11/11/2014,340,586,1108
12/11/2014,426,648,1301
13/11/2014,289,548,991
14/11/2014,526,707,1513
15/11/2014,2680,1508,5617
16/11/2014,1117,1069,2782
17/11/2014,1346,936,2999
18/11/2014,1283,1081,3048
19/11/2014,789,1051,2261
20/11/2014,898,1085,2462
21/11/2014,594,756,1667
22/11/2014,1050,941,2551
23/11/2014,1553,1410,3791
24/11/2014,2452,1707,5467
25/11/2014,3438,1679,6950
26/11/2014,3529,1919,7329
27/11/2014,2058,1269,4425
28/11/2014,963,853,2329
29/11/2014,464,525,1236
30/11/2014,1812,1374,4152
01/12/2014,1079,1026,2680
02/12/2014,2687,1681,5802
03/12/2014,4015,1504,7660
04/12/2014,4190,1875,8299
05/12/2014,2922,1880,6360
06/12/2014,1046,1131,2735
07/12/2014,1063,1192,2822
08/12/2014,1992,1525,4580
09/12/2014,997,1042,2570
10/12/2014,1407,1256,3414
11/12/2014,2378,1643,5289
12/12/2014,2642,1783,5834
13/12/2014,1738,1357,4021
14/12/2014,570,738,1612
15/12/2014,2448,1746,5499
16/12/2014,2705,1707,5855
17/12/2014,3648,1927,7520
18/12/2014,3304,1887,6953
19/12/2014,2469,1777,5563
20/12/2014,1664,1396,3946
21/12/2014,1086,985,2651
22/12/2014,2725,1803,5981
23/12/2014,3610,2082,7617
24/12/2014,1793,1352,4101
25/12/2014,393,794,1397
26/12/2014,1349,1162,3230
27/12/2014,1827,1423,4224
28/12/2014,1237,1321,3218
29/12/2014,3255,1836,6828
30/12/2014,4679,1883,9057
31/12/2014,534,682,1501
01/01/2015,237,469,833
02/01/2015,909,961,2354
03/01/2015,2076,1661,4845
04/01/2015,1223,1381,3256
05/01/2015,1072,1011,2655
06/01/2015,2090,1469,4673
07/01/2015,544,728,1562
08/01/2015,1936,1275,4244
09/01/2015,1172,1076,2873
10/01/2015,1250,1085,3001
11/01/2015,663,901,1918
12/01/2015,1189,1193,3016
13/01/2015,1095,1165,2843
14/01/2015,716,868,1967
15/01/2015,441,566,1241
16/01/2015,2227,1647,5062
17/01/2015,2601,1978,5966
18/01/2015,620,803,1754
19/01/2015,2992,1826,6414
20/01/2015,2005,1302,4376
21/01/2015,4718,2321,9555
22/01/2015,2269,1364,4843
23/01/2015,1720,1501,4139
24/01/2015,1833,1674,4485
25/01/2015,538,770,1594
26/01/2015,2352,1817,5423
27/01/2015,2168,1506,4831
28/01/2015,1755,1423,4113
29/01/2015,2976,1835,6397
30/01/2015,1577,1264,3681
31/01/2015,718,753,1854
01/02/2015,547,692,1532
02/02/2015,1791,1576,4321
03/02/2015,1808,1401,4172
04/02/2015,1625,1347,3839
05/02/2015,2139,1716,4996
06/02/2015,3134,1985,6790
07/02/2015,1224,1247,3124
08/02/2015,1954,1525,4521
09/02/2015,5062,2422,10184
10/02/2015,4167,1888,8277
11/02/2015,3814,1706,7555
12/02/2015,2192,1395,4756
13/02/2015,833,1105,2383
14/02/2015,1271,1300,3249
15/02/2015,146,499,724
16/02/2015,1548,1388,3761
17/02/2015,1295,1192,3177
18/02/2015,536,632,1454
19/02/2015,1155,1144,2915
20/02/2015,2401,1844,5525
21/02/2015,1549,1498,3874
22/02/2015,531,755,1569
23/02/2015,519,684,1480
24/02/2015,1531,1382,3730
25/02/2015,1606,1269,3731
26/02/2015,1918,1569,4509
27/02/2015,1207,1078,2928
28/02/2015,373,569,1140
01/03/2015,609,829,1763
02/03/2015,1648,1453,3979
03/03/2015,1607,1416,3879
04/03/2015,1471,1304,3559
05/03/2015,1472,1239,3496
06/03/2015,527,802,1610
07/03/2015,299,458,915
08/03/2015,793,1018,2233
09/03/2015,401,640,1256
10/03/2015,2446,1786,5536
11/03/2015,1070,1167,2807
12/03/2015,760,1162,2327
13/03/2015,1789,1644,4387
14/03/2015,402,846,1463
15/03/2015,818,1177,2432
16/03/2015,1662,1332,3880
17/03/2015,2495,1746,5572
18/03/2015,2823,1581,5908
19/03/2015,1906,1402,4325
20/03/2015,1835,1376,4189
21/03/2015,829,951,2222
22/03/2015,574,709,1590
23/03/2015,1917,1547,4486
24/03/2015,2146,1659,4949
25/03/2015,1391,1139,3272
26/03/2015,1348,1129,3196
27/03/2015,1918,1633,4573
28/03/2015,867,1032,2362
29/03/2015,875,1090,2431
30/03/2015,1707,1941,4560
31/03/2015,2463,2887,6662
01/04/2015,1738,1852,4516
02/04/2015,1632,1380,3881
03/04/2015,643,947,1933
04/04/2015,1812,1548,4327
05/04/2015,1204,1148,2995
06/04/2015,1163,985,2769
07/04/2015,2168,1683,5007
08/04/2015,659,928,1937
09/04/2015,1043,1229,2828
10/04/2015,660,1096,2109
11/04/2015,1028,1120,2696
12/04/2015,621,790,1743
13/04/2015,754,787,1943
14/04/2015,1067,996,2632
15/04/2015,1695,1458,4057
16/04/2015,1117,1180,2893
17/04/2015,1762,1644,4346
18/04/2015,949,1089,2544
19/04/2015,570,934,1808
20/04/2015,813,1038,2285
21/04/2015,1379,1289,3403
22/04/2015,1242,1194,3099
23/04/2015,1405,1082,3236
24/04/2015,1070,1218,2859
25/04/2015,1077,976,2626
26/04/2015,722,737,1844
27/04/2015,1071,845,2487
28/04/2015,1880,1416,4299
29/04/2015,1051,1057,2669
30/04/2015,1169,1019,2811
01/05/2015,1582,1386,3811
02/05/2015,897,1087,2463
03/05/2015,306,892,1361
04/05/2015,605,843,1770
05/05/2015,1139,1454,3200
06/05/2015,693,833,1896
07/05/2015,1770,1509,4223
08/05/2015,729,893,2010
09/05/2015,739,1159,2292
10/05/2015,194,455,752
11/05/2015,428,595,1251
12/05/2015,824,915,2180
13/05/2015,1302,1099,3095
14/05/2015,1441,1376,3587
15/05/2015,549,779,1621
16/05/2015,1241,1310,3214
17/05/2015,585,778,1675
18/05/2015,1185,1171,2988
19/05/2015,1321,1252,3278
20/05/2015,1127,1072,2800
21/05/2015,1125,1077,2802
22/05/2015,1482,1279,3552
23/05/2015,521,766,1565
24/05/2015,772,908,2093
25/05/2015,1403,1174,3324
26/05/2015,1482,1245,3517
27/05/2015,767,922,2098
28/05/2015,1718,1339,3974
29/05/2015,1782,1370,4102
30/05/2015,1152,1202,2969
31/05/2015,721,814,1919
01/06/2015,461,526,1233
02/06/2015,1372,1192,3296
03/06/2015,1429,1139,3330
04/06/2015,274,502,922
05/06/2015,430,773,1431
06/06/2015,654,703,1705
07/06/2015,666,798,1819
08/06/2015,1184,1159,2975
09/06/2015,929,799,2224
10/06/2015,1026,928,2500
11/06/2015,851,819,2124
12/06/2015,1207,1235,3086
13/06/2015,1268,1108,3052
14/06/2015,712,759,1851
15/06/2015,1006,1000,2542
16/06/2015,505,744,1517
17/06/2015,1728,1189,3839
18/06/2015,1692,1272,3867
19/06/2015,1932,1339,4302
20/06/2015,809,862,2102
21/06/2015,953,938,2399
22/06/2015,1059,852,2476
23/06/2015,1821,1291,4083
24/06/2015,1594,1091,3535
25/06/2015,1030,1062,2641
26/06/2015,809,851,2091
27/06/2015,1486,1270,3548
28/06/2015,456,531,1231
29/06/2015,865,773,2100
30/06/2015,399,634,1246
01/07/2015,359,806,1357
02/07/2015,760,1147,2313
03/07/2015,874,883,2223
04/07/2015,1307,1369,3373
05/07/2015,804,744,1977
06/07/2015,694,699,1763
07/07/2015,375,357,933
08/07/2015,753,563,1718
09/07/2015,1334,1076,3122
10/07/2015,429,653,1311
11/07/2015,510,602,1385
12/07/2015,591,634,1540
13/07/2015,1245,986,2895
14/07/2015,1479,1104,3372
15/07/2015,1413,1049,3216
16/07/2015,636,838,1814
17/07/2015,464,692,1404
18/07/2015,890,886,2251
19/07/2015,698,803,1873
20/07/2015,389,593,1190
21/07/2015,970,972,2459
22/07/2015,795,773,1991
23/07/2015,974,872,2365
24/07/2015,982,922,2428
25/07/2015,1210,1055,2910
26/07/2015,373,728,1300
27/07/2015,1010,938,2486
28/07/2015,1485,1109,3387
29/07/2015,1185,925,2742
30/07/2015,1235,1085,2979
31/07/2015,589,667,1571
01/08/2015,536,651,1472
02/08/2015,286,434,873
03/08/2015,269,573,986
04/08/2015,233,382,739
05/08/2015,328,474,978
06/08/2015,1095,1127,2807
07/08/2015,1521,1317,3648
08/08/2015,498,628,1391
09/08/2015,255,382,773
10/08/2015,477,548,1279
11/08/2015,1506,1246,3555
12/08/2015,772,698,1881
13/08/2015,664,597,1616
14/08/2015,1828,1467,4271
15/08/2015,1744,1240,3914
16/08/2015,478,558,1292
17/08/2015,1516,985,3310
18/08/2015,1707,1067,3685
19/08/2015,810,778,2021
20/08/2015,448,506,1192
21/08/2015,311,389,866
22/08/2015,588,687,1588
23/08/2015,284,935,1371
24/08/2015,893,1579,2949
25/08/2015,1545,1276,3645
26/08/2015,874,817,2157
27/08/2015,871,839,2174
28/08/2015,755,802,1959
29/08/2015,574,708,1589
30/08/2015,549,659,1501
31/08/2015,1542,1222,3586
01/09/2015,1222,1034,2908
02/09/2015,1078,1024,2677
03/09/2015,1129,919,2650
04/09/2015,1438,1079,3284
05/09/2015,1061,938,2564
06/09/2015,771,842,2024
07/09/2015,1435,1132,3333
08/09/2015,928,830,2253
09/09/2015,334,624,1136
10/09/2015,333,573,1083
11/09/2015,330,570,1076
12/09/2015,397,670,1279
13/09/2015,267,448,857
14/09/2015,1516,1356,3680
15/09/2015,1946,1309,4292
16/09/2015,1890,1393,4291
17/09/2015,1707,1416,4034
18/09/2015,2004,1610,4682
19/09/2015,1236,1221,3116
20/09/2015,522,669,1470
21/09/2015,1608,1106,3572
22/09/2015,905,888,2275
23/09/2015,1519,1075,3404
24/09/2015,1291,1022,3002
25/09/2015,2020,1473,4571
26/09/2015,1604,1210,3669
27/09/2015,435,704,1371
28/09/2015,620,882,1832
29/09/2015,1036,1035,2623
30/09/2015,1557,1153,3540
01/10/2015,2590,1391,5363
02/10/2015,2415,1576,5279
03/10/2015,1598,1483,3933
04/10/2015,520,559,1356
05/10/2015,410,578,1206
06/10/2015,439,465,1138
07/10/2015,1966,1122,4136
08/10/2015,2251,1245,4691
09/10/2015,1718,983,3617
10/10/2015,1006,758,2300
11/10/2015,180,318,595
12/10/2015,2243,1266,4697
13/10/2015,2751,1558,5776
14/10/2015,1933,1147,4111
15/10/2015,3163,1352,6201
16/10/2015,3058,1473,6161
17/10/2015,2370,1244,4879
18/10/2015,1594,1341,3784
19/10/2015,1977,1363,4395
20/10/2015,1893,1092,3994
21/10/2015,1717,946,3577
22/10/2015,1305,1099,3097
23/10/2015,659,713,1724
24/10/2015,1340,1108,3163
25/10/2015,411,585,1215
26/10/2015,318,498,985
27/10/2015,648,788,1781
28/10/2015,588,749,1652
29/10/2015,1888,1144,4039
30/10/2015,1421,1123,3301
31/10/2015,975,941,2435
01/11/2015,828,944,2214
02/11/2015,1174,1042,2843
03/11/2015,2265,1157,4630
04/11/2015,2768,1224,5468
05/11/2015,876,907,2250
06/11/2015,1117,1110,2822
07/11/2015,2357,1559,5174
08/11/2015,259,467,864
09/11/2015,1106,1133,2828
10/11/2015,2223,1621,5029
11/11/2015,1076,1081,2732
12/11/2015,580,726,1615
13/11/2015,1169,1198,2990
14/11/2015,1876,1533,4410
15/11/2015,847,848,2147
16/11/2015,706,822,1905
17/11/2015,1573,1357,3769
18/11/2015,1360,1321,3406
19/11/2015,3009,1818,6431
20/11/2015,1847,1411,4243
21/11/2015,1869,1454,4320
22/11/2015,1488,1542,3823
23/11/2015,2806,2501,6804
24/11/2015,4557,3961,10949
25/11/2015,2479,1746,5547
26/11/2015,1726,1370,4016
27/11/2015,1836,1399,4215
28/11/2015,1027,1058,2634
29/11/2015,888,1045,2406
30/11/2015,2960,1990,6528
01/12/2015,1361,1224,3311
02/12/2015,2032,1502,4618
03/12/2015,2483,1880,5687
04/12/2015,774,928,2115
05/12/2015,835,1001,2281
06/12/2015,1231,1434,3322
07/12/2015,854,844,2153
08/12/2015,787,1091,2298
09/12/2015,439,925,1597
10/12/2015,1221,1340,3212
11/12/2015,1917,1623,4562
12/12/2015,2835,1854,6202
13/12/2015,1893,1534,4436
14/12/2015,2416,1881,5585
15/12/2015,1063,1289,2918
16/12/2015,1155,1052,2823
17/12/2015,721,890,1996
18/12/2015,525,745,1550
19/12/2015,340,545,1067
20/12/2015,195,435,734
21/12/2015,883,942,2296
22/12/2015,780,854,2050
23/12/2015,732,853,1975
24/12/2015,597,716,1631
25/12/2015,368,802,1366
26/12/2015,451,888,1580
27/12/2015,931,1022,2449
28/12/2015,163,383,634
29/12/2015,230,448,801
30/12/2015,427,577,1231
31/12/2015,1282,1277,3243
01/01/2016,161,418,664
02/01/2016,150,244,475
03/01/2016,216,382,712
04/01/2016,479,785,1519
05/01/2016,889,1189,2553
06/01/2016,311,471,948
07/01/2016,420,547,1191
08/01/2016,3490,1881,7232
09/01/2016,2613,1648,5654
10/01/2016,704,984,2064
11/01/2016,1116,1113,2825
12/01/2016,2305,1551,5085
13/01/2016,2988,1868,6450
14/01/2016,1970,1612,4633
15/01/2016,2201,1633,5008
16/01/2016,3140,2027,6842
17/01/2016,1294,1259,3242
18/01/2016,3357,2016,7164
19/01/2016,2871,1735,6138
20/01/2016,4506,2270,9179
21/01/2016,617,1130,2076
22/01/2016,621,940,1892
23/01/2016,419,731,1373
24/01/2016,285,471,908
25/01/2016,564,681,1546
26/01/2016,585,693,1591
27/01/2016,2306,1780,5316
28/01/2016,467,708,1423
29/01/2016,857,914,2227
30/01/2016,1165,1153,2939
31/01/2016,1242,1388,3293
01/02/2016,741,887,2023
02/02/2016,1463,1254,3496
03/02/2016,2207,1523,4908
04/02/2016,2210,1548,4936
05/02/2016,935,1015,2448
06/02/2016,343,660,1185
07/02/2016,160,313,559
08/02/2016,2341,1735,5324
09/02/2016,2314,1490,5038
10/02/2016,2062,1489,4650
11/02/2016,2164,1656,4974
12/02/2016,1365,1311,3404
13/02/2016,1714,1722,4350
14/02/2016,891,1037,2402
15/02/2016,2307,1712,5249
16/02/2016,195,436,735
17/02/2016,1497,1133,3429
18/02/2016,2244,1614,5055
19/02/2016,798,1013,2237
20/02/2016,1665,1646,4198
21/02/2016,855,1069,2380
22/02/2016,1404,1203,3355
23/02/2016,426,399,1052
07/03/2016,918,745,2152
08/03/2016,1157,1158,2933
09/03/2016,2224,1707,5117
10/03/2016,1216,1181,3045
11/03/2016,541,834,1664
12/03/2016,519,731,1527
13/03/2016,575,781,1663
14/03/2016,1566,1543,3944
15/03/2016,1817,1406,4192
16/03/2016,2486,1674,5486
17/03/2016,2220,1436,4839
18/03/2016,1944,1561,4541
19/03/2016,1149,1289,3052
20/03/2016,662,951,1966
21/03/2016,1407,1314,3472
22/03/2016,1749,1512,4193
23/03/2016,1173,1129,2928
24/03/2016,1091,1053,2726
25/03/2016,711,817,1907
26/03/2016,188,297,584
27/03/2016,147,231,457
28/03/2016,1617,1238,3717
29/03/2016,1377,1162,3274
30/03/2016,1913,1424,4358
31/03/2016,1235,975,2870
01/04/2016,305,523,990
02/04/2016,783,1036,2237
03/04/2016,256,679,1072
04/04/2016,1369,1554,3652
05/04/2016,1571,1526,3935
06/04/2016,1429,1299,3490
07/04/2016,1225,1161,3040
08/04/2016,1060,1061,2686
09/04/2016,507,872,1649
10/04/2016,601,1316,2237
11/04/2016,1281,1519,3483
12/04/2016,1149,1285,3047
13/04/2016,704,850,1930
14/04/2016,1681,1469,4046
15/04/2016,1699,1253,3859
16/04/2016,1086,1098,2764
17/04/2016,750,1030,2180
18/04/2016,1106,1014,2709
19/04/2016,923,940,2355
20/04/2016,1305,1140,3140
21/04/2016,1488,1210,3493
22/04/2016,1759,1462,4159
23/04/2016,1137,1188,2932
24/04/2016,614,802,1743
25/04/2016,1130,1066,2798
26/04/2016,1571,1259,3669
27/04/2016,1889,1327,4223
28/04/2016,1107,1106,2804
29/04/2016,868,977,2308
30/04/2016,648,855,1849
01/05/2016,191,394,686
02/05/2016,620,756,1707
03/05/2016,1233,1145,3036
04/05/2016,278,451,877
05/05/2016,317,549,1035
06/05/2016,1708,1437,4056
07/05/2016,672,864,1894
08/05/2016,601,1315,2237
09/05/2016,1286,1645,3618
10/05/2016,1288,1476,3452
11/05/2016,1069,1237,2876
12/05/2016,1178,1148,2954
13/05/2016,903,987,2371
14/05/2016,997,1119,2648
15/05/2016,671,970,1999
16/05/2016,1436,1477,3678
17/05/2016,486,812,1557
18/05/2016,1691,1170,3763
19/05/2016,628,880,1842
20/05/2016,986,947,2459
21/05/2016,369,532,1097
22/05/2016,799,1072,2298
23/05/2016,1320,1253,3277
24/05/2016,890,903,2268
25/05/2016,699,767,1839
26/05/2016,878,922,2268
27/05/2016,1045,1280,2882
28/05/2016,780,1143,2339
29/05/2016,332,650,1159
30/05/2016,1066,946,2581
31/05/2016,977,927,2426
01/06/2016,928,880,2303
02/06/2016,1068,1028,2666
03/06/2016,1447,1187,3405
04/06/2016,805,893,2127
05/06/2016,426,711,1364
06/06/2016,1023,908,2476
07/06/2016,1346,1019,3082
08/06/2016,1163,1056,2840
09/06/2016,443,686,1366
10/06/2016,548,889,1729
11/06/2016,498,960,1723
12/06/2016,369,904,1469
13/06/2016,656,1272,2277
14/06/2016,973,1074,2566
15/06/2016,870,926,2261
16/06/2016,1468,1064,3316
17/06/2016,1240,1058,2959
18/06/2016,1107,1085,2784
19/06/2016,129,286,483
20/06/2016,1958,1217,4220
21/06/2016,591,647,1554
22/06/2016,382,542,1128
23/06/2016,470,617,1338
24/06/2016,1102,1258,2947
25/06/2016,978,1078,2578
26/06/2016,442,548,1225
27/06/2016,1411,1018,3182
28/06/2016,525,489,1294
29/06/2016,455,538,1235
30/06/2016,661,650,1663
01/07/2016,1321,947,2972
02/07/2016,1121,861,2580
03/07/2016,833,826,2103
04/07/2016,746,647,1791
05/07/2016,1312,982,2993
06/07/2016,760,616,1782
07/07/2016,874,683,2023
08/07/2016,1081,897,2555
09/07/2016,550,620,1464
10/07/2016,196,272,572
11/07/2016,1251,790,2708
12/07/2016,1560,1166,3557
13/07/2016,1155,903,2674
14/07/2016,1099,869,2553
15/07/2016,529,570,1381
16/07/2016,908,858,2251
17/07/2016,502,505,1275
18/07/2016,1669,870,3429
19/07/2016,428,478,1134
20/07/2016,666,1466,2487
21/07/2016,1013,608,2161
22/07/2016,683,714,1761
23/07/2016,411,513,1144
24/07/2016,213,378,705
25/07/2016,1352,902,2975
26/07/2016,1082,733,2392
27/07/2016,1588,1071,3505
28/07/2016,1105,863,2558
29/07/2016,1658,1175,3716
30/07/2016,1265,907,2847
31/07/2016,870,765,2100
01/08/2016,1419,1068,3244
02/08/2016,1129,953,2683
03/08/2016,908,755,2148
04/08/2016,1196,996,2829
05/08/2016,1200,941,2781
06/08/2016,635,608,1582
07/08/2016,240,289,657
08/08/2016,916,771,2176
09/08/2016,1329,910,2948
10/08/2016,1103,723,2414
11/08/2016,1403,789,2940
12/08/2016,1102,800,2490
13/08/2016,1416,1032,3203
14/08/2016,828,799,2068
15/08/2016,517,450,1243
16/08/2016,366,449,1011
17/08/2016,277,360,785
18/08/2016,420,570,1213
19/08/2016,533,845,1662
20/08/2016,535,730,1550
21/08/2016,468,613,1330
22/08/2016,994,911,2434
23/08/2016,1078,900,2553
24/08/2016,1427,1194,3382
25/08/2016,783,1050,2251
26/08/2016,841,835,2125
27/08/2016,709,708,1795
28/08/2016,755,970,2128
29/08/2016,1008,723,2268
30/08/2016,726,643,1756
31/08/2016,1107,869,2567
01/09/2016,879,762,2111
02/09/2016,1675,1041,3609
03/09/2016,518,550,1343
04/09/2016,606,728,1657
05/09/2016,290,422,867
06/09/2016,1076,858,2508
07/09/2016,1284,824,2792
08/09/2016,436,542,1211
09/09/2016,298,345,802
10/09/2016,492,515,1269
11/09/2016,192,260,554
12/09/2016,260,367,765
13/09/2016,908,731,2123
14/09/2016,1553,1078,3459
15/09/2016,1005,996,2537
16/09/2016,1964,1239,4250
17/09/2016,968,669,2153
18/09/2016,475,477,1206
19/09/2016,1558,1040,3429
20/09/2016,551,597,1441
21/09/2016,321,450,942
22/09/2016,1053,917,2531
23/09/2016,677,637,1674
24/09/2016,187,259,545
25/09/2016,239,321,688
26/09/2016,521,577,1376
27/09/2016,672,660,1690
28/09/2016,920,770,2181
29/09/2016,1623,1177,3666
30/09/2016,2482,1586,5392
01/10/2016,1900,1466,4379
02/10/2016,1112,1059,2764
03/10/2016,670,613,1640
04/10/2016,298,424,880
05/10/2016,310,431,906
06/10/2016,1092,1237,2911
07/10/2016,1427,1046,3234
08/10/2016,1399,1160,3305
09/10/2016,1206,1053,2902
10/10/2016,1964,1146,4157
11/10/2016,1625,1326,3818
12/10/2016,1354,1372,3448
13/10/2016,992,1184,2706
14/10/2016,778,1119,2312
15/10/2016,664,1007,2024
16/10/2016,200,421,727
17/10/2016,411,548,1179
18/10/2016,1668,1214,3771
19/10/2016,1408,1166,3326
20/10/2016,2374,1487,5127
21/10/2016,2403,1295,4980
22/10/2016,1012,1246,2798
23/10/2016,1027,1254,2829
24/10/2016,2825,1312,5644
25/10/2016,1453,863,3090
26/10/2016,1157,1030,2804
27/10/2016,1136,1096,2837
28/10/2016,2267,1760,5237
29/10/2016,2002,1176,4246
30/10/2016,2517,1087,4946
31/10/2016,2809,1286,5593
01/11/2016,1291,1101,3081
02/11/2016,2065,1263,4429
03/11/2016,1852,1176,4015
04/11/2016,1636,1253,3761
05/11/2016,963,893,2370
06/11/2016,781,723,1920
07/11/2016,1203,922,2767
08/11/2016,192,312,605
09/11/2016,1294,1103,3087
10/11/2016,2516,1493,5351
11/11/2016,1099,865,2549
12/11/2016,2288,1380,4888
13/11/2016,889,970,2333
14/11/2016,1593,993,3436
15/11/2016,1430,1172,3365
16/11/2016,1836,1334,4150
17/11/2016,2175,1445,4781
18/11/2016,3072,1897,6607
19/11/2016,2334,1658,5236
20/11/2016,1525,1396,3734
21/11/2016,2224,1462,4872
22/11/2016,1135,1009,2750
23/11/2016,3442,1679,6957
24/11/2016,3128,1598,6394
25/11/2016,3218,1714,6648
26/11/2016,3872,1848,7784
27/11/2016,1848,1502,4336
28/11/2016,2667,1419,5508
29/11/2016,2634,1629,5668
30/11/2016,2466,1608,5390
01/12/2016,1714,1418,4046
02/12/2016,3037,1688,6345
03/12/2016,1963,1430,4441
04/12/2016,1046,1241,2846
05/12/2016,3898,1614,7590
06/12/2016,743,944,2082
07/12/2016,603,774,1699
08/12/2016,3665,1889,7509
09/12/2016,929,985,2410
10/12/2016,1064,1172,2803
11/12/2016,1857,1563,4410
12/12/2016,1679,1281,3855
13/12/2016,2037,1236,4360
14/12/2016,714,892,1988
15/12/2016,615,949,1892
16/12/2016,1760,1415,4114
17/12/2016,2049,1543,4685
18/12/2016,2029,1268,4379
19/12/2016,3359,1751,6900
20/12/2016,395,658,1263
21/12/2016,1044,1035,2636
22/12/2016,1113,1249,2956
23/12/2016,665,786,1805
24/12/2016,1141,1156,2905
25/12/2016,103,227,385
26/12/2016,416,561,1199
27/12/2016,1374,1356,3463
28/12/2016,873,1065,2404
29/12/2016,476,690,1419
30/12/2016,406,576,1198
31/12/2016,1232,1173,3061
01/01/2017,309,525,998
02/01/2017,874,974,2314
03/01/2017,764,807,1978
04/01/2017,1274,1120,3073
05/01/2017,1041,1083,2680
06/01/2017,2364,1294,4918
07/01/2017,2372,1379,5017
08/01/2017,1457,1114,3348
09/01/2017,648,761,1756
10/01/2017,1945,1408,4389
11/01/2017,1237,1027,2923
12/01/2017,1985,1434,4477
13/01/2017,1427,1240,3428
14/01/2017,1606,1362,3824
15/01/2017,1149,1208,2969
16/01/2017,2465,1420,5200
17/01/2017,3163,1500,6349
18/01/2017,4039,1601,7795
19/01/2017,4053,1520,7733
20/01/2017,1709,996,3617
21/01/2017,889,884,2246
22/01/2017,1265,1209,3148
23/01/2017,1846,1322,4153
24/01/2017,412,695,1327
25/01/2017,333,622,1132
26/01/2017,300,679,1139
27/01/2017,404,830,1449
28/01/2017,1931,1442,4402
29/01/2017,1585,1459,3888
30/01/2017,1298,916,2906
31/01/2017,239,426,793
01/02/2017,2077,1158,4342
02/02/2017,296,519,973
03/02/2017,314,552,1035
04/02/2017,317,584,1071
05/02/2017,402,826,1442
06/02/2017,1211,871,2728
07/02/2017,122,185,373
08/02/2017,151,230,462
13/02/2017,353,514,1056
14/02/2017,417,795,1434
15/02/2017,862,989,2310
