Date,Sum of Nitric oxide,Sum of Nitrogen dioxide,Sum of Nitrogen oxides as nitrogen dioxide
23/06/2014,713,677,1771
24/06/2014,3316,1548,6632
25/06/2014,3710,1694,7383
26/06/2014,3908,2092,8083
27/06/2014,4375,2278,8987
28/06/2014,4279,2410,8970
29/06/2014,2643,1461,5514
30/06/2014,3355,1610,6754
01/07/2014,2738,1619,5821
02/07/2014,1245,1362,3270
03/07/2014,1181,1013,2824
04/07/2014,1239,844,2744
05/07/2014,1151,1058,2823
06/07/2014,1149,862,2613
07/07/2014,1200,1055,2894
08/07/2014,3029,1752,6396
09/07/2014,883,849,2203
10/07/2014,2029,1387,4498
11/07/2014,1668,1112,3648
12/07/2014,3269,1393,6405
13/07/2014,590,619,1508
14/07/2014,2306,1172,4704
15/07/2014,1146,819,2576
16/07/2014,1633,947,3430
17/07/2014,1894,1140,4044
18/07/2014,3891,1809,7748
19/07/2014,4052,1933,8146
20/07/2014,535,713,1534
21/07/2014,1252,997,2895
22/07/2014,4403,2264,9008
23/07/2014,3940,2193,8234
24/07/2014,4193,2517,8946
25/07/2014,4106,2735,9031
26/07/2014,1940,1491,4466
27/07/2014,1020,871,2435
28/07/2014,2206,1268,4651
29/07/2014,714,681,1775
30/07/2014,945,728,2177
31/07/2014,1567,1248,3650
01/08/2014,1980,1357,4393
02/08/2014,5531,2263,10743
03/08/2014,2899,1313,5758
04/08/2014,1598,919,3369
05/08/2014,3342,1492,6617
06/08/2014,1018,344,1905
07/08/2014,957,706,2174
08/08/2014,3502,2098,7440
09/08/2014,1430,1180,3372
10/08/2014,2249,1461,4909
11/08/2014,514,612,1400
12/08/2014,1245,1054,2962
13/08/2014,758,938,2099
14/08/2014,2898,1785,6254
15/08/2014,2920,1536,5985
16/08/2014,1013,893,2446
17/08/2014,450,558,1234
18/08/2014,1194,1044,2875
19/08/2014,1598,1088,3538
20/08/2014,853,899,2206
21/08/2014,1941,1257,4233
22/08/2014,1241,1095,2998
23/08/2014,933,1031,2462
24/08/2014,1398,1036,3064
25/08/2014,3143,1565,6384
26/08/2014,3316,1758,6842
27/08/2014,3410,1700,6928
28/08/2014,2395,1352,5025
29/08/2014,1219,994,2862
30/08/2014,578,755,1641
31/08/2014,729,742,1859
01/09/2014,827,948,2216
02/09/2014,2275,1429,4917
03/09/2014,3857,1690,7604
04/09/2014,3333,1808,6918
05/09/2014,1944,1470,4450
06/09/2014,2447,1182,4935
07/09/2014,1558,863,3252
08/09/2014,2967,1428,5981
09/09/2014,2077,1185,4406
10/09/2014,4717,1730,8962
11/09/2014,3508,1918,7297
12/09/2014,3690,1840,7497
13/09/2014,4141,1944,8293
14/09/2014,2309,1478,5019
15/09/2014,5007,2002,9650
16/09/2014,4609,2075,9142
17/09/2014,4219,2399,8868
18/09/2014,4057,2123,8343
19/09/2014,4755,2505,9775
20/09/2014,4062,2143,8372
21/09/2014,2230,1501,4918
22/09/2014,2289,1459,4812
23/09/2014,1718,1208,3797
24/09/2014,900,981,2361
25/09/2014,1634,1016,3522
26/09/2014,1037,967,2557
27/09/2014,1419,1112,3283
28/09/2014,1185,866,2682
29/09/2014,2899,1197,5626
30/09/2014,1984,1134,4176
01/10/2014,1263,1046,2983
02/10/2014,3015,1583,6206
03/10/2014,2202,1409,4769
04/10/2014,1758,1366,4062
05/10/2014,1351,948,3020
06/10/2014,2494,1276,5101
07/10/2014,2234,1277,4703
08/10/2014,5136,1954,9829
09/10/2014,5304,2150,10283
10/10/2014,4536,2112,9066
11/10/2014,4641,1867,8983
12/10/2014,4494,1492,8382
13/10/2014,5466,2018,10399
14/10/2014,4549,2077,9053
15/10/2014,3221,1583,6522
16/10/2014,4359,1980,8664
17/10/2014,2177,800,4138
07/11/2014,1169,1036,2828
08/11/2014,3441,2318,7594
09/11/2014,3705,2490,8171
10/11/2014,4903,2715,10232
11/11/2014,3651,2327,7925
12/11/2014,3068,2255,6958
13/11/2014,2628,2216,6246
14/11/2014,4014,2794,8950
15/11/2014,4539,2863,9823
16/11/2014,3679,2416,8057
17/11/2014,4905,2508,10029
18/11/2014,4349,2516,9184
19/11/2014,4155,2435,8806
20/11/2014,5847,2795,11759
21/11/2014,4919,2784,10327
22/11/2014,3033,2279,6930
23/11/2014,1105,1549,3243
24/11/2014,2143,1936,5221
25/11/2014,4930,2677,10236
26/11/2014,3559,1629,7086
27/11/2014,6246,2091,11668
28/11/2014,7722,2196,14036
29/11/2014,5756,1911,10737
30/11/2014,2590,1618,5599
01/12/2014,3382,1623,6809
02/12/2014,3150,2001,6831
03/12/2014,7437,2641,14045
04/12/2014,5097,2544,10360
05/12/2014,2530,2028,5907
06/12/2014,2774,1779,6032
07/12/2014,780,1055,2251
08/12/2014,2005,1717,4791
09/12/2014,992,1054,2575
10/12/2014,504,663,1436
11/12/2014,1142,1096,2847
12/12/2014,1956,1818,4818
13/12/2014,1715,1498,4119
14/12/2014,655,873,1878
15/12/2014,1759,1459,4156
16/12/2014,2284,1676,5178
17/12/2014,1136,1321,3063
18/12/2014,1037,1172,2761
19/12/2014,764,998,2169
20/12/2014,1230,1461,3346
21/12/2014,519,804,1600
22/12/2014,1005,1239,2780
23/12/2014,1667,1410,3966
24/12/2014,610,851,1786
25/12/2014,707,1118,2201
26/12/2014,3348,1479,6612
27/12/2014,3442,1996,7274
28/12/2014,6049,2312,11588
29/12/2014,8795,2738,16223
30/12/2014,3156,1903,6742
31/12/2014,1754,1235,3925
01/01/2015,237,428,792
02/01/2015,407,619,1244
03/01/2015,2954,1883,6413
04/01/2015,2150,1649,4946
05/01/2015,2727,1687,5830
06/01/2015,1497,1502,3798
07/01/2015,993,985,2507
08/01/2015,1109,1035,2735
09/01/2015,1293,1044,3026
10/01/2015,433,654,1319
11/01/2015,444,682,1363
12/01/2015,813,856,2101
13/01/2015,1062,1139,2767
14/01/2015,1529,1124,3468
15/01/2015,623,696,1651
16/01/2015,1400,1329,3475
17/01/2015,2153,1815,5117
18/01/2015,2915,2019,6489
19/01/2015,6763,2422,12792
20/01/2015,6626,2487,12648
21/01/2015,6591,2219,12325
22/01/2015,8265,2618,15295
23/01/2015,1387,1230,3356
24/01/2015,1451,1422,3647
25/01/2015,691,841,1901
26/01/2015,1230,1366,3253
27/01/2015,1132,1220,2948
28/01/2015,729,993,2111
29/01/2015,2138,2008,5287
30/01/2015,1180,1534,3343
31/01/2015,2277,1899,5390
01/02/2015,1185,1460,3277
02/02/2015,3318,2391,7479
03/02/2015,5669,3092,11785
04/02/2015,2562,2371,6300
05/02/2015,5215,2793,10768
06/02/2015,6537,2999,13013
07/02/2015,4916,2654,10192
08/02/2015,2681,1655,5765
09/02/2015,865,1257,2583
10/02/2015,1639,1550,4062
11/02/2015,2228,1464,4880
12/02/2015,4203,2265,8710
13/02/2015,4937,2499,10068
14/02/2015,4944,2457,10052
15/02/2015,1465,1015,3075
16/02/2015,1520,1665,3996
17/02/2015,180,307,583
18/02/2015,890,643,2007
19/02/2015,1099,1093,2778
20/02/2015,1884,1632,4520
21/02/2015,2359,1703,5321
22/02/2015,1888,1343,4216
23/02/2015,916,944,2348
24/02/2015,553,1011,1859
25/02/2015,4457,1922,8756
26/02/2015,707,1002,2086
27/02/2015,1329,1294,3331
28/02/2015,1178,1068,2874
01/03/2015,374,687,1261
02/03/2015,925,1117,2535
03/03/2015,997,1139,2668
04/03/2015,1235,1311,3204
05/03/2015,685,895,1945
06/03/2015,1026,1109,2682
07/03/2015,911,934,2330
08/03/2015,638,810,1788
09/03/2015,1451,1013,3237
10/03/2015,1764,1315,4020
11/03/2015,2030,1485,4598
12/03/2015,2817,1978,6297
13/03/2015,4619,2406,9488
14/03/2015,3252,1848,6835
15/03/2015,3139,1900,6712
16/03/2015,4633,1725,8840
17/03/2015,4619,1813,8897
18/03/2015,2782,1758,6024
19/03/2015,3208,1901,6819
20/03/2015,1223,1425,3301
21/03/2015,2972,1673,6230
22/03/2015,747,890,2035
23/03/2015,876,1035,2369
24/03/2015,2466,1789,5570
25/03/2015,3582,1668,7160
26/03/2015,1543,1359,3725
27/03/2015,1700,1714,4321
28/03/2015,1258,1386,3315
29/03/2015,648,986,1979
30/03/2015,1086,1093,2759
31/03/2015,407,866,1491
01/04/2015,458,864,1566
02/04/2015,2730,1788,5973
03/04/2015,3110,1717,6486
04/04/2015,1497,1433,3728
05/04/2015,805,905,2139
06/04/2015,757,857,2018
07/04/2015,826,1131,2397
08/04/2015,3494,2089,7446
09/04/2015,2330,1890,5462
10/04/2015,2734,2080,6272
11/04/2015,714,896,1992
12/04/2015,669,900,1907
13/04/2015,2149,1471,4766
14/04/2015,840,923,2211
15/04/2015,694,1085,2148
16/04/2015,3809,2197,8038
17/04/2015,4421,2331,9111
18/04/2015,3666,2403,8025
19/04/2015,2241,1854,5290
20/04/2015,2347,1671,5269
21/04/2015,1768,1509,4220
22/04/2015,2614,1870,5879
23/04/2015,1485,1574,3851
24/04/2015,1421,1378,3557
25/04/2015,1185,1084,2902
26/04/2015,606,678,1602
27/04/2015,1808,1191,3964
28/04/2015,1252,1177,3097
29/04/2015,1393,1266,3402
30/04/2015,3393,2049,7251
01/05/2015,4402,2419,9168
02/05/2015,2396,1768,5442
03/05/2015,2668,1853,5944
04/05/2015,978,1159,2659
05/05/2015,2594,1925,5902
06/05/2015,2218,1557,4958
07/05/2015,770,1143,2324
08/05/2015,4983,2740,10380
09/05/2015,1841,1825,4648
10/05/2015,1253,1198,3110
11/05/2015,843,933,2226
12/05/2015,652,770,1766
13/05/2015,2620,1604,5622
14/05/2015,3506,1980,7356
15/05/2015,1982,1311,4351
16/05/2015,600,773,1693
17/05/2015,613,833,1763
18/05/2015,1393,1260,3395
19/05/2015,557,875,1729
20/05/2015,619,916,1861
21/05/2015,1056,1137,2756
22/05/2015,939,934,2373
23/05/2015,1304,1143,3143
24/05/2015,299,561,1020
25/05/2015,430,702,1362
26/05/2015,655,869,1872
27/05/2015,1345,1237,3300
28/05/2015,698,841,1911
29/05/2015,903,1030,2415
30/05/2015,1083,1070,2730
31/05/2015,766,868,2043
01/06/2015,1136,946,2689
02/06/2015,790,863,2075
03/06/2015,1016,1046,2604
04/06/2015,4091,2491,8765
05/06/2015,2411,1706,5403
06/06/2015,643,638,1624
07/06/2015,385,595,1185
08/06/2015,1937,1468,4438
09/06/2015,1305,1142,3143
10/06/2015,1195,1088,2921
11/06/2015,1566,1472,3874
12/06/2015,2322,2020,5580
13/06/2015,4012,2539,8691
14/06/2015,1929,1445,4403
15/06/2015,2016,1375,4466
16/06/2015,2330,1420,4992
17/06/2015,572,718,1594
18/06/2015,660,919,1931
19/06/2015,878,955,2301
20/06/2015,1194,1083,2915
21/06/2015,495,588,1347
22/06/2015,2888,1673,6102
23/06/2015,1921,1326,4272
24/06/2015,1941,1391,4367
25/06/2015,4022,1899,8066
26/06/2015,2389,1484,5146
27/06/2015,1285,1107,3077
28/06/2015,756,749,1907
29/06/2015,1336,1018,3066
30/06/2015,3338,1657,6775
01/07/2015,3732,2635,8356
02/07/2015,1347,1418,3483
03/07/2015,3776,2006,7796
04/07/2015,2318,1326,4880
05/07/2015,1288,1035,3009
06/07/2015,2181,1353,4698
07/07/2015,1023,990,2559
08/07/2015,2111,1362,4599
09/07/2015,1222,1031,2894
10/07/2015,3907,1745,7736
11/07/2015,1320,969,2993
12/07/2015,481,516,1254
13/07/2015,2330,1298,4871
14/07/2015,1244,828,2736
15/07/2015,767,780,1956
16/07/2015,3254,1539,6529
17/07/2015,1804,1336,4102
18/07/2015,861,711,2031
19/07/2015,945,881,2330
20/07/2015,2838,1451,5783
21/07/2015,851,860,2166
22/07/2015,1574,1163,3576
23/07/2015,1145,903,2654
24/07/2015,2746,1547,5758
25/07/2015,1779,1156,3884
26/07/2015,2124,1295,4403
27/07/2015,3731,2043,7763
28/07/2015,2846,1727,6091
29/07/2015,1862,1218,4073
30/07/2015,1084,1049,2711
31/07/2015,1547,1251,3622
01/08/2015,1311,1028,3039
02/08/2015,2038,1264,4389
03/08/2015,1684,1247,3801
04/08/2015,880,816,2165
05/08/2015,1915,1207,4156
06/08/2015,725,852,1964
07/08/2015,1503,1129,3434
08/08/2015,1040,919,2513
09/08/2015,867,688,2017
10/08/2015,1936,982,3951
11/08/2015,1113,954,2661
12/08/2015,1556,1256,3642
13/08/2015,2987,1898,6478
14/08/2015,3014,1716,6338
15/08/2015,1082,941,2600
16/08/2015,1216,916,2380
17/08/2015,2557,1689,5609
18/08/2015,2823,1899,6228
19/08/2015,2850,1611,5981
20/08/2015,2460,1306,5077
21/08/2015,1681,1167,3744
22/08/2015,3103,1616,6351
23/08/2015,1383,1745,3866
24/08/2015,1692,1249,3843
25/08/2015,1502,1264,3566
26/08/2015,2589,1415,5384
27/08/2015,1344,1028,3089
28/08/2015,1433,1175,3372
29/08/2015,955,979,2443
30/08/2015,971,992,2480
31/08/2015,3359,1927,7078
01/09/2015,2551,1499,5411
02/09/2015,2191,1492,4851
03/09/2015,336,382,897
04/09/2015,864,746,2071
05/09/2015,1512,1201,3520
06/09/2015,655,772,1777
07/09/2015,2132,1110,4379
08/09/2015,3942,1687,7730
09/09/2015,3495,1867,7226
10/09/2015,3097,1874,6634
11/09/2015,2809,1839,6145
12/09/2015,1970,1433,4453
13/09/2015,2143,1416,4692
14/09/2015,4642,2416,9534
15/09/2015,1680,1280,3857
16/09/2015,3297,1793,6848
17/09/2015,1784,1510,4245
18/09/2015,4522,2316,9250
19/09/2015,2524,1575,5445
20/09/2015,1867,1418,4281
21/09/2015,1051,1117,2728
22/09/2015,1896,1340,4247
23/09/2015,1882,1314,4199
24/09/2015,1341,1139,3196
25/09/2015,1625,1291,3783
26/09/2015,3506,1633,7008
27/09/2015,2681,1665,5775
28/09/2015,3399,1970,7182
29/09/2015,4549,1967,8923
30/09/2015,5388,2165,10426
01/10/2015,3247,1790,6769
02/10/2015,1807,1569,4339
03/10/2015,2614,1886,5894
04/10/2015,1702,1584,4194
05/10/2015,3535,1995,7416
06/10/2015,3966,1759,7840
07/10/2015,999,1290,2822
08/10/2015,4194,2029,8460
09/10/2015,5716,2275,11039
10/10/2015,5591,2102,10674
11/10/2015,2465,1469,5248
12/10/2015,2277,1370,4860
13/10/2015,4120,1865,8182
14/10/2015,4139,1801,8147
15/10/2015,5419,2211,10520
16/10/2015,6498,2450,12414
17/10/2015,4811,1932,9309
18/10/2015,3328,1902,7005
19/10/2015,3983,1776,7882
20/10/2015,1560,1321,3713
21/10/2015,1138,940,2682
22/10/2015,815,903,2153
23/10/2015,1539,1272,3631
24/10/2015,1347,1195,3260
25/10/2015,1300,1069,3062
26/10/2015,4462,1863,8698
27/10/2015,4142,1615,7966
28/10/2015,4772,1864,9182
29/10/2015,3060,1693,6385
30/10/2015,5196,2130,10097
31/10/2015,2162,1528,4843
01/11/2015,3609,1680,7214
02/11/2015,6517,2257,12249
03/11/2015,4382,1840,8559
04/11/2015,6752,2029,12382
05/11/2015,6804,2074,12506
06/11/2015,3757,1955,7715
07/11/2015,4107,2251,8548
08/11/2015,964,1077,2556
09/11/2015,1608,1278,3741
10/11/2015,1275,1315,3269
11/11/2015,2059,1539,4697
12/11/2015,2447,1489,5205
13/11/2015,1255,1226,3150
14/11/2015,3142,1931,6749
15/11/2015,2949,1767,6289
16/11/2015,885,1116,2473
17/11/2015,3006,1729,6338
18/11/2015,1400,1259,3406
19/11/2015,1311,1335,3345
20/11/2015,1880,1766,4648
21/11/2015,1996,1849,4909
22/11/2015,3554,2354,7804
23/11/2015,2208,1754,5140
24/11/2015,1342,1496,3555
25/11/2015,1240,1540,3441
26/11/2015,2274,1736,5222
27/11/2015,1177,1352,3157
28/11/2015,954,1161,2624
29/11/2015,590,938,1844
30/11/2015,2277,1880,5371
01/12/2015,4522,2021,8955
02/12/2015,1997,1564,4626
03/12/2015,6399,2410,12221
04/12/2015,990,999,2517
05/12/2015,586,758,1657
06/12/2015,1350,1270,3341
07/12/2015,3926,1823,7844
08/12/2015,1361,1272,3359
09/12/2015,1025,987,2546
10/12/2015,942,1095,2539
11/12/2015,1163,1098,2881
12/12/2015,5544,2398,10898
13/12/2015,5324,1842,10006
14/12/2015,5558,2012,10534
15/12/2015,4085,1871,8135
16/12/2015,4310,1799,8407
17/12/2015,1691,1231,3824
18/12/2015,1093,1031,2707
19/12/2015,1421,1087,3265
20/12/2015,804,822,2053
21/12/2015,1373,1170,3275
22/12/2015,1044,995,2596
23/12/2015,1072,937,2581
24/12/2015,837,932,2215
25/12/2015,161,513,761
26/12/2015,1359,1247,3323
27/12/2015,2267,1516,4992
28/12/2015,2888,1430,5859
29/12/2015,1591,1106,3545
30/12/2015,1496,1235,3529
31/12/2015,2773,1652,5904
01/01/2016,610,774,1709
02/01/2016,3743,1679,7418
03/01/2016,1976,1276,4306
04/01/2016,2994,1584,6174
05/01/2016,5219,1683,9685
06/01/2016,3814,1745,7593
07/01/2016,2064,1397,4562
08/01/2016,6279,2525,12153
09/01/2016,4646,2117,9241
10/01/2016,1183,1217,3031
11/01/2016,3180,1734,6610
12/01/2016,1689,1473,4063
13/01/2016,5138,2209,10074
14/01/2016,1397,1427,3569
15/01/2016,3219,1894,6830
16/01/2016,5080,2036,9825
17/01/2016,3246,1874,6851
18/01/2016,6451,2103,11994
19/01/2016,5639,2241,10888
20/01/2016,6301,2106,11767
21/01/2016,5275,1873,9961
22/01/2016,1989,1267,4317
23/01/2016,1614,1261,3732
24/01/2016,1205,920,2767
25/01/2016,968,923,2408
26/01/2016,788,883,2091
27/01/2016,1466,1167,3411
28/01/2016,365,401,961
29/01/2016,550,787,1630
30/01/2016,680,1018,2060
31/01/2016,2127,1519,4781
01/02/2016,416,689,1327
02/02/2016,442,781,1459
03/02/2016,1728,1437,4086
04/02/2016,2046,1723,4860
05/02/2016,1311,1322,3333
06/02/2016,2589,1658,5629
07/02/2016,761,767,1933
08/02/2016,2303,1544,5075
09/02/2016,1480,1499,3768
10/02/2016,1235,1583,3476
11/02/2016,3391,2086,7286
12/02/2016,5716,2786,11550
13/02/2016,4696,2530,9730
14/02/2016,3429,2232,7491
15/02/2016,4512,2505,9424
16/02/2016,1353,1193,3246
17/02/2016,3358,2152,7300
18/02/2016,2608,2070,6069
19/02/2016,1577,1370,3789
20/02/2016,606,965,1894
21/02/2016,392,830,1430
22/02/2016,1570,1462,3869
23/02/2016,2707,2189,6339
24/02/2016,3078,2111,6830
25/02/2016,3029,2075,6719
26/02/2016,5018,2491,10185
27/02/2016,6028,2650,11893
28/02/2016,4024,2071,8241
29/02/2016,2667,1702,5790
01/03/2016,744,1026,2160
02/03/2016,1400,1411,3558
03/03/2016,2540,1886,5781
04/03/2016,4984,2410,10051
05/03/2016,3188,2109,6998
06/03/2016,1500,1543,3843
07/03/2016,2134,1660,4931
08/03/2016,1547,1411,3782
09/03/2016,3257,2136,7130
10/03/2016,6113,2362,11735
11/03/2016,4965,2296,9909
12/03/2016,2468,1684,5469
13/03/2016,2413,1507,4993
14/03/2016,4283,2157,8725
15/03/2016,3328,1850,6953
16/03/2016,3974,1913,8003
17/03/2016,3092,1638,6378
18/03/2016,4883,2117,9604
19/03/2016,2177,1406,4744
20/03/2016,971,1017,2506
21/03/2016,722,992,2098
22/03/2016,924,1165,2581
23/03/2016,1796,1392,4146
24/03/2016,1085,1201,2865
25/03/2016,1301,1271,3266
26/03/2016,1344,1074,3135
27/03/2016,912,796,2194
28/03/2016,704,981,2060
29/03/2016,2794,1793,6078
30/03/2016,2184,1644,4993
31/03/2016,3255,1861,6851
01/04/2016,1897,1523,4432
02/04/2016,3676,2128,7765
03/04/2016,2448,1825,5579
04/04/2016,4385,2391,9115
05/04/2016,746,1182,2325
06/04/2016,761,1018,2186
07/04/2016,1729,1633,4283
08/04/2016,2179,1721,5062
09/04/2016,1602,1452,3907
10/04/2016,1994,1700,4758
11/04/2016,2572,2059,6003
12/04/2016,3767,2259,8034
13/04/2016,4474,2547,9407
14/04/2016,4562,2481,9476
15/04/2016,3813,2225,8072
16/04/2016,2968,1985,6536
17/04/2016,611,885,1822
18/04/2016,629,932,1896
19/04/2016,1279,1198,3159
20/04/2016,1941,1524,4500
21/04/2016,3279,2086,7114
22/04/2016,4258,2305,8833
23/04/2016,2671,1882,5977
24/04/2016,709,910,1997
25/04/2016,2210,1693,5082
26/04/2016,3019,1969,6597
27/04/2016,2248,1341,4788
28/04/2016,3135,1751,6559
29/04/2016,3220,2167,7105
30/04/2016,1276,1145,3102
01/05/2016,755,894,2051
02/05/2016,407,656,1280
03/05/2016,907,1051,2437
04/05/2016,1167,1140,2929
05/05/2016,1174,1177,2978
06/05/2016,4522,2562,9496
07/05/2016,2346,2012,5609
08/05/2016,1678,1884,4457
09/05/2016,2416,2253,5958
10/05/2016,2553,2294,6208
11/05/2016,2578,2543,6497
12/05/2016,3145,2509,7331
13/05/2016,4071,2680,8922
14/05/2016,2028,1798,4897
15/05/2016,859,1116,2433
16/05/2016,669,1024,2050
17/05/2016,1753,1673,4361
18/05/2016,2143,1533,4818
19/05/2016,2520,1466,5329
20/05/2016,1666,1287,3841
21/05/2016,1200,1177,3017
22/05/2016,601,746,1668
23/05/2016,1145,1153,2910
24/05/2016,3312,1957,7035
25/05/2016,3562,2178,7640
26/05/2016,3569,2119,7591
27/05/2016,5066,2357,10125
28/05/2016,3887,2443,8403
29/05/2016,2074,1797,4977
30/05/2016,2440,1750,5472
31/05/2016,3168,2023,6880
01/06/2016,3561,2392,7853
02/06/2016,3144,1915,6736
03/06/2016,3897,2328,8304
04/06/2016,3191,2099,6993
05/06/2016,1835,1548,4362
06/06/2016,3121,2101,6887
07/06/2016,1825,1480,4278
08/06/2016,3081,1822,6546
09/06/2016,2743,1755,5961
10/06/2016,3952,2241,8300
11/06/2016,4401,2338,9085
12/06/2016,2490,1837,5655
13/06/2016,4303,2429,9026
14/06/2016,4069,2413,8653
15/06/2016,4381,2496,9213
16/06/2016,3099,1820,6572
17/06/2016,3817,2109,7962
18/06/2016,2530,1635,5515
19/06/2016,1290,902,2880
20/06/2016,636,666,1641
21/06/2016,1524,1067,3403
22/06/2016,1206,951,2799
23/06/2016,1539,1065,3424
24/06/2016,1885,1145,4035
25/06/2016,2590,1622,5593
26/06/2016,729,586,1705
27/06/2016,586,602,1500
28/06/2016,2133,1333,4592
29/06/2016,1478,1061,3327
30/06/2016,1385,1061,3185
01/07/2016,1456,1039,3271
02/07/2016,846,750,2047
03/07/2016,596,596,1510
04/07/2016,3450,1612,6914
05/07/2016,965,944,2423
06/07/2016,1936,1155,4123
07/07/2016,1183,1079,2893
08/07/2016,1219,904,2773
09/07/2016,2770,1087,5333
10/07/2016,992,736,2257
11/07/2016,567,707,1576
12/07/2016,602,673,1596
13/07/2016,977,865,2364
14/07/2016,1127,1020,2748
15/07/2016,2333,1049,4636
16/07/2016,620,656,1606
17/07/2016,673,572,1598
18/07/2016,1393,676,2816
19/07/2016,3035,1220,5816
20/07/2016,1680,1339,3915
21/07/2016,1888,966,3850
22/07/2016,1400,856,2975
23/07/2016,2021,997,4096
24/07/2016,1280,882,2845
25/07/2016,887,555,1900
26/07/2016,1764,902,3606
27/07/2016,646,610,1601
28/07/2016,3328,1410,6513
29/07/2016,1120,833,2551
30/07/2016,897,735,2110
31/07/2016,379,522,1103
01/08/2016,1566,1087,3479
02/08/2016,3470,1543,6864
03/08/2016,485,286,1029
04/08/2016,935,846,2279
05/08/2016,1230,1166,3051
06/08/2016,1894,1102,3991
07/08/2016,354,421,964
08/08/2016,561,637,1497
09/08/2016,942,972,2416
10/08/2016,1813,1157,3937
11/08/2016,1027,732,2307
12/08/2016,1194,863,2688
13/08/2016,704,648,1727
14/08/2016,1030,805,2384
15/08/2016,3052,1475,6155
16/08/2016,3246,2002,6980
17/08/2016,3680,1899,7542
18/08/2016,4262,2305,8827
19/08/2016,4273,2202,8755
20/08/2016,3635,1841,7415
21/08/2016,760,901,2066
22/08/2016,2032,1194,4311
23/08/2016,3900,1633,7613
24/08/2016,1602,1220,3676
25/08/2016,4110,1806,8109
26/08/2016,1570,1218,3616
27/08/2016,3836,1924,7805
28/08/2016,1717,1391,4024
29/08/2016,1011,907,2457
30/08/2016,1509,1038,3351
31/08/2016,957,810,2278
01/09/2016,1261,1048,2982
02/09/2016,1622,1095,3583
03/09/2016,3444,1540,6812
04/09/2016,1857,1143,3991
05/09/2016,3152,1461,6295
06/09/2016,1648,901,3422
07/09/2016,2897,1132,5573
08/09/2016,2142,1327,4611
09/09/2016,2046,1272,4409
10/09/2016,1471,918,3173
11/09/2016,990,728,2236
12/09/2016,1560,806,3197
13/09/2016,2264,1421,4892
14/09/2016,2903,1670,6122
15/09/2016,3029,1807,6451
16/09/2016,1135,944,2685
17/09/2016,1616,1168,3645
18/09/2016,1624,1125,3616
19/09/2016,1114,964,2658
20/09/2016,3132,1504,6261
21/09/2016,2464,1406,5183
22/09/2016,1818,1398,4185
23/09/2016,2544,1406,5306
24/09/2016,2097,1311,4527
25/09/2016,1244,1106,3004
26/09/2016,3179,1662,6536
27/09/2016,1649,1004,3533
28/09/2016,1324,811,2841
29/09/2016,786,827,2032
30/09/2016,2863,1729,6119
01/10/2016,4746,2094,9371
02/10/2016,2423,1381,5097
03/10/2016,2875,1541,5949
04/10/2016,4422,1856,8636
05/10/2016,3480,2008,7345
06/10/2016,3548,1805,7226
07/10/2016,4392,2103,8838
08/10/2016,3938,2051,8089
09/10/2016,2921,1652,6131
10/10/2016,4620,1744,8828
11/10/2016,3950,1753,7810
12/10/2016,4707,2259,9477
13/10/2016,3922,2006,8019
14/10/2016,4228,1839,8322
15/10/2016,4213,1857,8317
16/10/2016,2406,1377,5066
17/10/2016,2099,1329,4547
18/10/2016,1494,1379,3669
19/10/2016,3852,1954,7861
20/10/2016,6164,2175,11626
21/10/2016,6117,2217,11596
22/10/2016,5209,2258,10244
23/10/2016,3049,1884,6559
24/10/2016,4964,1855,9467
25/10/2016,4285,1748,8318
26/10/2016,1105,1025,2718
27/10/2016,783,915,2116
28/10/2016,2075,1645,4827
29/10/2016,3672,2005,7635
30/10/2016,1790,1410,4155
31/10/2016,2506,1404,5247
01/11/2016,1671,1485,4046
02/11/2016,2079,1570,4758
03/11/2016,2804,1674,5973
04/11/2016,3305,2138,7204
05/11/2016,2795,1867,6152
06/11/2016,2451,1579,5337
07/11/2016,4708,2249,9467
08/11/2016,4883,2234,9720
09/11/2016,4756,2101,9393
10/11/2016,5302,2402,10532
11/11/2016,4179,1731,8138
12/11/2016,1987,1637,4684
13/11/2016,2190,1479,4837
14/11/2016,1270,941,2888
15/11/2016,1394,1132,3270
16/11/2016,915,1012,2416
17/11/2016,2096,1829,5042
18/11/2016,3597,2233,7749
19/11/2016,4338,2585,9237
20/11/2016,2718,1974,6142
21/11/2016,5882,2301,11319
22/11/2016,3973,2048,8140
23/11/2016,10454,3064,19093
24/11/2016,10589,2778,19015
25/11/2016,10931,3100,19861
26/11/2016,8348,2454,15255
27/11/2016,4394,2297,9034
28/11/2016,6473,2486,12412
29/11/2016,2039,1812,4939
30/11/2016,981,1094,2599
01/12/2016,1162,1492,3274
02/12/2016,7282,2524,13691
03/12/2016,5148,2071,9964
04/12/2016,3768,1946,7723
05/12/2016,7555,2440,14025
06/12/2016,10666,2884,19238
07/12/2016,1851,1191,3998
08/12/2016,2662,1630,5712
09/12/2016,2515,1568,5424
10/12/2016,1153,1110,2878
11/12/2016,1285,1112,3083
12/12/2016,5634,2125,10764
13/12/2016,5917,2086,11159
14/12/2016,2628,1755,5785
15/12/2016,4358,1858,8541
16/12/2016,4090,1985,8256
17/12/2016,2167,1673,4995
18/12/2016,1665,1271,3824
19/12/2016,3187,1768,6655
20/12/2016,4052,1738,7952
21/12/2016,1120,1189,2907
