Date,Sum of Nitric oxide,Sum of Nitrogen dioxide,Sum of Nitrogen oxides as nitrogen dioxide
22/12/2016,1289,1238,3214
23/12/2016,1144,1118,2872
24/12/2016,626,790,1750
25/12/2016,35,184,237
26/12/2016,352,546,1086
27/12/2016,1396,1324,3464
28/12/2016,2653,1589,5657
29/12/2016,2137,1367,4643
30/12/2016,978,901,2400
31/12/2016,591,889,1792
01/01/2017,756,1267,2427
02/01/2017,933,1363,2794
03/01/2017,486,798,1544
04/01/2017,5906,2633,11688
05/01/2017,6132,2471,11873
06/01/2017,3541,1973,7402
07/01/2017,2420,1941,5652
08/01/2017,1634,1128,3634
09/01/2017,1118,1144,2859
10/01/2017,663,1009,2026
11/01/2017,521,890,1689
12/01/2017,1836,1663,4478
13/01/2017,1979,1786,4820
14/01/2017,2837,1887,6236
15/01/2017,1125,1343,3069
16/01/2017,2678,1547,5654
17/01/2017,2509,1429,5276
18/01/2017,1774,1338,4058
19/01/2017,2645,1520,5576
20/01/2017,4443,1835,8648
21/01/2017,5560,1914,10439
22/01/2017,2825,1370,5701
23/01/2017,7454,2144,13574
24/01/2017,475,427,1154
25/01/2017,1940,1241,4215
26/01/2017,4694,1958,9155
27/01/2017,6569,2726,12799
28/01/2017,3117,1758,6537
29/01/2017,3826,2110,7977
30/01/2017,5177,2326,10264
31/01/2017,4712,1900,9125
01/02/2017,3964,1982,8059
02/02/2017,3196,1662,6562
03/02/2017,3761,1933,7700
04/02/2017,2261,1599,5066
05/02/2017,2947,1790,6309
06/02/2017,3144,1794,6616
07/02/2017,3219,1927,6863
08/02/2017,4681,2057,9234
09/02/2017,3717,1773,7472
10/02/2017,5788,2577,11452
11/02/2017,4487,2329,9208
12/02/2017,2015,1692,4781
13/02/2017,2007,1332,4409
14/02/2017,3708,1991,7676
15/02/2017,4370,1849,8550
16/02/2017,1336,1264,3312
17/02/2017,5634,2356,10995
18/02/2017,1233,1214,3105
19/02/2017,569,769,1641
20/02/2017,450,688,1378
21/02/2017,1095,1077,2756
22/02/2017,1121,1178,2897
23/02/2017,2166,1672,4993
24/02/2017,2822,1899,6227
25/02/2017,1258,1213,3143
26/02/2017,1117,1191,2904
27/02/2017,3577,1989,7474
28/02/2017,3433,2029,7294
01/03/2017,2845,1822,6185
02/03/2017,1173,1456,3255
03/03/2017,4462,2225,9067
04/03/2017,3439,2041,7314
05/03/2017,2318,1648,5202
06/03/2017,2118,1607,4855
07/03/2017,3358,1998,7147
08/03/2017,1332,1328,3370
09/03/2017,1326,1330,3364
10/03/2017,5683,2258,10972
11/03/2017,3265,1686,6692
12/03/2017,927,1021,2442
13/03/2017,703,977,2055
14/03/2017,374,561,1135
15/03/2017,1337,1029,3080
16/03/2017,649,870,1865
17/03/2017,963,1076,2552
18/03/2017,1393,1356,3492
19/03/2017,506,723,1499
20/03/2017,719,934,2037
21/03/2017,1399,1166,3312
22/03/2017,3385,2158,7347
23/03/2017,3167,2008,6864
24/03/2017,3792,2242,8057
25/03/2017,3169,1962,6821
26/03/2017,2608,1912,5911
27/03/2017,3244,2013,6988
28/03/2017,4393,2270,9006
29/03/2017,3368,2063,7228
30/03/2017,2239,1654,5087
31/03/2017,2020,1539,4636
01/04/2017,1136,1369,3111
02/04/2017,926,1171,2591
03/04/2017,2056,1551,4703
04/04/2017,425,785,1436
05/04/2017,783,1139,2340
06/04/2017,612,1021,1960
07/04/2017,840,1259,2547
08/04/2017,1513,1490,3810
09/04/2017,1270,1329,3276
10/04/2017,705,908,1989
11/04/2017,610,838,1773
12/04/2017,787,963,2170
13/04/2017,832,1098,2374
14/04/2017,848,1166,2467
15/04/2017,883,1066,2420
16/04/2017,2141,1803,5085
17/04/2017,1659,1445,3989
18/04/2017,2263,1561,5030
19/04/2017,1618,1242,3723
20/04/2017,797,940,2162
21/04/2017,1052,1113,2726
22/04/2017,948,1286,2740
23/04/2017,446,815,1499
24/04/2017,867,932,2262
25/04/2017,2626,1720,5746
26/04/2017,1247,1316,3228
27/04/2017,1059,1225,2849
28/04/2017,2094,1560,4770
29/04/2017,2609,1562,5562
30/04/2017,1497,1561,3856
01/05/2017,1357,1515,3596
02/05/2017,2391,1891,5557
03/05/2017,2674,2195,6295
04/05/2017,2838,2045,6397
05/05/2017,2935,2282,6782
06/05/2017,2588,2085,6054
07/05/2017,1453,1411,3639
08/05/2017,2404,1796,5482
09/05/2017,1273,1192,3144
10/05/2017,1111,1422,3126
11/05/2017,3200,2366,7272
12/05/2017,2701,2041,6182
13/05/2017,2791,1805,6085
14/05/2017,965,931,2412
15/05/2017,2282,1307,4805
16/05/2017,1394,1063,3200
17/05/2017,1541,1185,3549
18/05/2017,1099,1092,2777
19/05/2017,3086,1979,6711
20/05/2017,1910,1604,4534
21/05/2017,1385,1119,3241
22/05/2017,2044,1499,4633
23/05/2017,1090,1138,2809
24/05/2017,1321,998,3018
25/05/2017,1990,1585,4637
26/05/2017,2809,2273,6580
27/05/2017,2303,1952,5483
28/05/2017,933,903,2334
29/05/2017,2597,1525,5507
30/05/2017,961,937,2411
31/05/2017,1493,1280,3570
01/06/2017,1678,1141,3714
02/06/2017,1447,1173,3391
03/06/2017,1572,1263,3674
04/06/2017,580,671,1547
05/06/2017,1768,1188,3898
06/06/2017,1211,1271,3128
07/06/2017,1117,999,2712
08/06/2017,3634,1672,7209
09/06/2017,1274,1100,3053
10/06/2017,1807,1106,3876
11/06/2017,529,542,1352
12/06/2017,584,675,1571
13/06/2017,1104,985,2677
14/06/2017,2169,1276,4602
15/06/2017,724,788,1898
16/06/2017,897,829,2204
17/06/2017,903,928,2312
18/06/2017,573,558,1419
19/06/2017,869,893,2226
20/06/2017,3059,1799,6489
21/06/2017,3653,1701,7303
22/06/2017,658,746,1754
23/06/2017,687,645,1699
24/06/2017,439,518,1192
25/06/2017,373,506,1077
26/06/2017,1544,1231,3598
27/06/2017,3673,1748,7381
28/06/2017,2726,1716,5895
29/06/2017,2727,1652,5834
30/06/2017,4189,2019,8442
01/07/2017,742,797,1936
02/07/2017,503,550,1321
03/07/2017,831,684,1957
04/07/2017,3595,1633,7146
05/07/2017,2863,1483,5873
06/07/2017,1954,1110,4069
07/07/2017,1032,957,2540
08/07/2017,797,814,2035
09/07/2017,789,741,1942
10/07/2017,2300,1325,4852
11/07/2017,2791,1575,5854
12/07/2017,1498,1108,3405
13/07/2017,1112,967,2672
14/07/2017,1302,872,2869
15/07/2017,1099,674,2353
16/07/2017,369,480,1045
17/07/2017,575,566,1448
18/07/2017,2442,1620,5365
19/07/2017,3090,1664,6402
20/07/2017,1040,798,2393
21/07/2017,2950,1479,6002
22/07/2017,3351,2015,7153
23/07/2017,1966,1482,4496
24/07/2017,1969,1484,4503
25/07/2017,2328,1161,4716
26/07/2017,1751,1030,3715
27/07/2017,1273,787,2738
28/07/2017,1035,789,2377
29/07/2017,1054,817,2420
30/07/2017,997,810,2320
31/07/2017,1184,912,2702
01/08/2017,1084,887,2549
02/08/2017,2738,1596,5814
03/08/2017,575,371,1252
04/08/2017,437,504,1175
05/08/2017,852,882,2193
06/08/2017,1164,833,2502
07/08/2017,965,921,2400
08/08/2017,2418,1569,5276
09/08/2017,1820,1310,4093
10/08/2017,889,928,2290
11/08/2017,851,768,2072
12/08/2017,1476,1132,3394
13/08/2017,1128,1029,2759
14/08/2017,2442,1509,5253
15/08/2017,838,841,2126
16/08/2017,2335,1252,4831
17/08/2017,1836,1103,3918
18/08/2017,940,878,2319
19/08/2017,700,668,1725
20/08/2017,945,927,2376
21/08/2017,3960,1766,7838
22/08/2017,4004,1765,7905
23/08/2017,1459,1081,3317
24/08/2017,1370,1036,3137
25/08/2017,2434,1457,5189
26/08/2017,1201,1184,3025
27/08/2017,1090,1005,2677
28/08/2017,738,723,1855
29/08/2017,1097,982,2664
30/08/2017,1417,1190,3362
31/08/2017,1457,1152,3386
01/09/2017,991,1016,2536
02/09/2017,2225,1273,4537
03/09/2017,1959,1462,4465
04/09/2017,2701,1407,5549
05/09/2017,1152,1066,2832
06/09/2017,981,998,2502
07/09/2017,1580,1144,3567
08/09/2017,993,1080,2602
09/09/2017,1360,1183,3268
10/09/2017,638,741,1720
11/09/2017,835,825,2105
12/09/2017,1321,1268,3291
13/09/2017,833,1149,2426
14/09/2017,1157,1075,2849
15/09/2017,1966,1447,4462
16/09/2017,3103,1803,6560
17/09/2017,2258,1376,4838
18/09/2017,2640,1483,5531
19/09/2017,2231,1323,4744
20/09/2017,3229,1470,6422
21/09/2017,1570,1329,3737
22/09/2017,3070,1512,6219
23/09/2017,2777,1392,5651
24/09/2017,2720,1519,5666
25/09/2017,2901,1431,5879
26/09/2017,3100,1513,6266
27/09/2017,1633,1290,3794
28/09/2017,2461,1659,5433
29/09/2017,1735,1360,4021
30/09/2017,2033,1399,4515
01/10/2017,612,776,1714
02/10/2017,453,668,1363
03/10/2017,557,801,1643
04/10/2017,1364,1304,3396
05/10/2017,1047,1123,2728
06/10/2017,2125,1561,4820
07/10/2017,861,951,2272
08/10/2017,777,1137,2328
09/10/2017,986,1034,2545
10/10/2017,896,854,2227
11/10/2017,1028,1064,2640
12/10/2017,1228,1088,2971
13/10/2017,827,951,2219
14/10/2017,1704,1238,3851
15/10/2017,716,794,1892
16/10/2017,2222,1277,4684
17/10/2017,1046,917,2521
18/10/2017,3538,1709,7133
19/10/2017,3169,1680,6539
20/10/2017,3075,1726,6441
21/10/2017,2336,1492,5073
22/10/2017,797,887,2109
23/10/2017,1937,1311,4281
24/10/2017,1745,1216,3892
25/10/2017,629,785,1750
26/10/2017,1157,1275,3049
27/10/2017,2046,1336,4473
28/10/2017,584,704,1600
29/10/2017,2732,1707,5897
30/10/2017,3905,1745,7732
31/10/2017,821,819,2078
01/11/2017,966,1071,2552
02/11/2017,3855,2071,7982
03/11/2017,1495,1405,3696
04/11/2017,1517,1488,3814
05/11/2017,2057,1684,4838
06/11/2017,3025,1634,6273
07/11/2017,2137,1656,4933
08/11/2017,3833,1594,7472
09/11/2017,838,986,2272
10/11/2017,1448,1499,3719
11/11/2017,1688,1849,4438
12/11/2017,1791,1579,4324
13/11/2017,3823,1714,7577
14/11/2017,2247,1712,5157
15/11/2017,5555,2137,10656
16/11/2017,1227,1316,3198
17/11/2017,1168,1170,2961
18/11/2017,1403,1382,3533
19/11/2017,4799,2245,9603
20/11/2017,4944,1956,9537
21/11/2017,3792,1464,7277
22/11/2017,2700,1722,5862
23/11/2017,2089,1627,4829
24/11/2017,2598,1825,5808
25/11/2017,1303,1413,3410
26/11/2017,1000,1208,2741
27/11/2017,1195,1329,3158
28/11/2017,2470,1725,5513
29/11/2017,2518,1901,5762
30/11/2017,2953,1956,6483
01/12/2017,3519,2192,7589
02/12/2017,2226,1805,5219
03/12/2017,1078,1426,3079
04/12/2017,1620,1459,3943
05/12/2017,590,794,1699
06/12/2017,1036,911,2499
07/12/2017,839,967,2253
08/12/2017,1116,1309,3021
09/12/2017,3187,2061,6948
10/12/2017,5965,2473,11619
11/12/2017,9946,2985,18234
12/12/2017,7784,2645,14580
13/12/2017,1328,1589,3625
14/12/2017,2396,1800,5474
15/12/2017,3820,2085,7943
16/12/2017,9075,2972,16886
17/12/2017,2151,1655,4964
18/12/2017,6275,2355,11977
19/12/2017,1630,1100,3600
20/12/2017,1763,1537,4240
21/12/2017,6589,2450,12553
22/12/2017,5422,1914,10228
23/12/2017,924,888,2306
24/12/2017,282,448,880
25/12/2017,88,535,671
26/12/2017,2258,1643,5105
27/12/2017,2867,1717,6112
28/12/2017,2474,1714,5508
29/12/2017,4539,2050,9010
30/12/2017,2904,1814,6266
31/12/2017,869,1009,2341
01/01/2018,260,773,1172
02/01/2018,2354,1735,5344
03/01/2018,1730,1469,4121
04/01/2018,3741,1978,7715
05/01/2018,4785,2117,9454
06/01/2018,4108,2241,8539
07/01/2018,6387,2275,12068
08/01/2018,6060,2517,11809
09/01/2018,4175,1827,8228
10/01/2018,4002,1600,7737
11/01/2018,6550,2079,12122
12/01/2018,5713,1923,10683
13/01/2018,3932,1816,7844
14/01/2018,1242,942,2847
15/01/2018,955,1157,2622
16/01/2018,881,1261,2611
17/01/2018,1386,1417,3543
18/01/2018,2150,1964,5261
19/01/2018,1536,1525,3880
20/01/2018,4625,2442,9533
21/01/2018,2972,1968,6524
22/01/2018,1006,1285,2827
23/01/2018,1182,1180,2993
24/01/2018,571,830,1705
25/01/2018,3107,1758,6522
26/01/2018,5869,2093,11091
27/01/2018,614,803,1744
28/01/2018,289,538,981
29/01/2018,684,903,1953
30/01/2018,791,873,2085
31/01/2018,1143,1280,3032
01/02/2018,1301,1280,3274
02/02/2018,2602,1842,5832
03/02/2018,3310,1985,7061
04/02/2018,3542,1993,7425
05/02/2018,3660,1927,7539
06/02/2018,1930,1716,4675
07/02/2018,4053,2262,8477
08/02/2018,1958,1457,4459
09/02/2018,2023,1650,4752
10/02/2018,1307,1401,3405
11/02/2018,730,1038,2158
12/02/2018,1426,1337,3522
13/02/2018,1591,1385,3824
14/02/2018,1802,1355,4118
15/02/2018,601,842,1764
16/02/2018,1667,1443,3999
17/02/2018,1652,1348,3882
18/02/2018,3267,1863,6872
19/02/2018,1648,1463,3990
20/02/2018,2180,1784,5127
21/02/2018,4760,2164,9462
22/02/2018,3216,1882,6813
23/02/2018,3035,1785,6438
24/02/2018,3344,2065,7193
25/02/2018,3302,1989,7052
26/02/2018,3496,2160,7521
27/02/2018,3478,2346,7679
28/02/2018,1767,1319,4029
01/03/2018,283,613,1048
02/03/2018,1723,1426,4068
03/03/2018,2953,2005,6533
04/03/2018,3001,2177,6779
05/03/2018,4439,2152,8958
06/03/2018,3861,2113,8033
07/03/2018,3374,2073,7247
08/03/2018,2188,1712,5067
09/03/2018,2365,1584,5211
10/03/2018,3431,2217,7478
11/03/2018,2643,1833,5886
12/03/2018,3800,2064,7892
13/03/2018,2023,1769,4871
14/03/2018,2406,1633,5321
15/03/2018,3173,1720,6586
16/03/2018,3088,1823,6558
17/03/2018,1820,1510,4301
18/03/2018,2267,1923,5399
19/03/2018,3249,2152,7135
20/03/2018,1926,1731,4683
21/03/2018,685,1148,2199
22/03/2018,1668,1473,4031
23/03/2018,1026,1300,2873
24/03/2018,1706,1675,4291
25/03/2018,687,1217,2271
26/03/2018,1844,1600,4428
27/03/2018,1927,1358,4313
28/03/2018,1409,1700,3861
29/03/2018,3904,2329,8315
30/03/2018,3951,2494,8552
31/03/2018,3108,2283,7050
01/04/2018,2036,1830,4952
02/04/2018,1827,1885,4686
03/04/2018,3151,2184,7015
04/04/2018,2748,2170,6384
05/04/2018,2076,1756,4940
06/04/2018,2606,1960,5956
07/04/2018,2421,1854,5567
08/04/2018,1288,1444,3419
09/04/2018,3242,1924,6895
10/04/2018,2954,1970,6499
11/04/2018,2944,1971,6485
12/04/2018,2585,2007,5968
13/04/2018,4441,2517,9326
14/04/2018,3425,2191,7442
15/04/2018,1695,1616,4216
16/04/2018,1572,1332,3742
17/04/2018,1256,1130,3056
18/04/2018,2676,1765,5869
19/04/2018,1523,1416,3751
20/04/2018,1036,1299,2887
21/04/2018,2490,1958,5776
22/04/2018,840,1132,2419
23/04/2018,565,806,1672
24/04/2018,717,965,2064
25/04/2018,694,876,1941
26/04/2018,596,926,1840
27/04/2018,1852,1666,4506
28/04/2018,3330,2290,7397
29/04/2018,1938,1766,4738
30/04/2018,2215,1592,4989
01/05/2018,1466,1357,3572
02/05/2018,588,1033,1934
03/05/2018,1270,1322,3269
04/05/2018,1688,1258,3846
05/05/2018,1259,1009,2939
06/05/2018,1082,827,2485
07/05/2018,1264,1143,3081
08/05/2018,1300,1179,3172
09/05/2018,1662,1431,3980
10/05/2018,956,1033,2499
11/05/2018,2380,1750,5382
12/05/2018,2797,2056,6345
13/05/2018,792,924,2139
14/05/2018,1706,1373,3989
15/05/2018,1226,1158,3038
16/05/2018,2310,1634,5177
17/05/2018,1963,1485,4495
18/05/2018,1786,1533,4271
19/05/2018,1729,1593,4244
20/05/2018,919,1120,2530
21/05/2018,1159,1217,2994
22/05/2018,2056,1634,4787
23/05/2018,3057,2040,6728
24/05/2018,3193,2204,7100
25/05/2018,2997,2526,7122
26/05/2018,2080,2119,5308
27/05/2018,1452,1486,3713
28/05/2018,2056,2137,5289
29/05/2018,2451,2195,5953
30/05/2018,2687,2277,6397
31/05/2018,3190,2260,7151
01/06/2018,2665,2112,6199
02/06/2018,1745,1582,4257
03/06/2018,1584,1406,3834
04/06/2018,2900,1787,6234
05/06/2018,2662,1859,5941
06/06/2018,2903,2055,6507
07/06/2018,2855,1899,6277
08/06/2018,3474,2184,7511
09/06/2018,2814,2000,6315
10/06/2018,1190,1036,2860
11/06/2018,2478,1523,5322
12/06/2018,1871,1097,3965
13/06/2018,1174,1079,2880
14/06/2018,503,567,1337
15/06/2018,1143,915,2663
16/06/2018,1430,1121,3291
17/06/2018,638,765,1740
18/06/2018,487,659,1406
19/06/2018,1212,1034,2893
20/06/2018,1086,871,2478
21/06/2018,1025,971,2543
22/06/2018,762,819,1987
23/06/2018,938,893,2332
24/06/2018,508,745,1518
25/06/2018,1044,1250,2851
26/06/2018,2890,2012,6444
27/06/2018,2378,2165,5812
28/06/2018,2296,2389,5911
29/06/2018,2860,2062,6447
30/06/2018,2724,1990,6167
01/07/2018,1144,1277,3007
02/07/2018,2255,1775,5232
03/07/2018,2541,1632,5528
04/07/2018,1388,1149,3278
05/07/2018,649,783,1777
06/07/2018,893,813,2182
07/07/2018,1087,960,2603
08/07/2018,786,693,1897
09/07/2018,1151,995,2759
10/07/2018,2638,1552,5596
11/07/2018,2303,1479,5010
12/07/2018,2871,1721,6123
13/07/2018,1800,1193,3952
14/07/2018,958,1010,2478
15/07/2018,1617,1047,3527
16/07/2018,743,776,1916
17/07/2018,1001,971,2506
18/07/2018,1719,1200,3835
19/07/2018,775,797,1986
20/07/2018,1596,1006,3454
21/07/2018,842,615,1818
22/07/2018,603,488,1413
23/07/2018,873,767,2106
24/07/2018,956,876,2341
25/07/2018,1148,903,2663
26/07/2018,2234,1561,4986
27/07/2018,2240,1457,4891
28/07/2018,1695,1247,3847
29/07/2018,1681,1036,3615
30/07/2018,2108,1326,4559
31/07/2018,1671,1024,3575
01/08/2018,1978,1178,4193
02/08/2018,1498,880,3177
03/08/2018,1277,930,2888
04/08/2018,819,766,2003
05/08/2018,514,714,1503
06/08/2018,841,758,2047
07/08/2018,1299,949,2940
08/08/2018,1164,872,2657
09/08/2018,1305,943,2944
10/08/2018,1037,1029,2618
11/08/2018,2637,1519,5552
12/08/2018,1989,1564,4613
13/08/2018,2108,1359,4592
14/08/2018,934,734,2165
15/08/2018,927,755,2176
16/08/2018,737,648,1778
17/08/2018,1126,802,2506
18/08/2018,1206,850,2699
19/08/2018,1791,1037,3783
20/08/2018,1901,1001,3888
21/08/2018,616,338,1285
22/08/2018,486,485,1230
23/08/2018,948,864,2310
24/08/2018,877,924,2268
25/08/2018,1175,1141,2942
26/08/2018,1947,1229,4214
27/08/2018,839,840,2127
28/08/2018,1619,1117,3596
29/08/2018,1107,951,2649
30/08/2018,2372,1354,4990
31/08/2018,2987,1728,6308
01/09/2018,2167,1196,4519
02/09/2018,1252,1035,2954
03/09/2018,2035,1311,4431
04/09/2018,1886,1150,4042
05/09/2018,1232,967,2857
06/09/2018,1699,1238,3843
07/09/2018,1094,1081,2758
08/09/2018,1966,1390,4404
09/09/2018,500,620,1387
10/09/2018,841,694,1983
11/09/2018,526,549,1356
12/09/2018,705,763,1844
13/09/2018,676,728,1764
14/09/2018,1331,1172,3212
15/09/2018,2185,1311,4662
16/09/2018,522,619,1420
17/09/2018,2604,1192,5184
18/09/2018,1848,1090,3924
19/09/2018,1131,767,2501
20/09/2018,1303,990,2979
21/09/2018,1022,1058,2626
22/09/2018,934,1028,2460
23/09/2018,985,1097,2607
24/09/2018,702,1044,2120
25/09/2018,1165,991,2778
26/09/2018,659,536,1546
27/09/2018,1014,976,2531
28/09/2018,2064,1237,4402
29/09/2018,512,694,1479
30/09/2018,514,790,1578
01/10/2018,1225,1114,2993
02/10/2018,660,880,1893
03/10/2018,1088,886,2555
04/10/2018,720,851,1956
05/10/2018,1990,1533,4585
06/10/2018,1423,1344,3526
07/10/2018,748,768,1913
08/10/2018,623,641,1596
09/10/2018,1053,936,2550
10/10/2018,2995,1707,6300
11/10/2018,2832,1575,5918
12/10/2018,1521,1265,3597
13/10/2018,2727,1499,5673
14/10/2018,1739,1273,3939
15/10/2018,3837,1733,7616
16/10/2018,1837,1309,4126
17/10/2018,1302,1402,3398
18/10/2018,3862,1979,7901
19/10/2018,2376,1590,5219
20/10/2018,1213,942,2790
21/10/2018,528,709,1519
22/10/2018,695,799,1866
23/10/2018,486,634,1380
24/10/2018,571,888,1764
25/10/2018,645,917,1905
26/10/2018,2422,1713,5426
27/10/2018,2806,1815,6117
28/10/2018,2966,1957,6504
29/10/2018,3287,1618,6659
30/10/2018,4620,2130,9214
31/10/2018,3254,1744,6733
01/11/2018,2710,1748,5903
02/11/2018,3324,2001,7098
03/11/2018,1260,1036,2969
04/11/2018,2189,1366,4722
05/11/2018,4236,1669,8164
06/11/2018,2758,1410,5638
07/11/2018,1672,1229,3792
08/11/2018,2825,1764,6095
09/11/2018,1843,1292,4117
10/11/2018,3370,1991,7159
11/11/2018,2560,1743,5668
12/11/2018,3931,2007,8034
13/11/2018,1407,1271,3428
14/11/2018,1341,1212,3267
15/11/2018,2027,1263,4371
16/11/2018,6105,2354,11715
17/11/2018,3883,1818,7772
18/11/2018,3102,1668,6424
19/11/2018,3691,2021,7680
20/11/2018,3536,1869,7291
21/11/2018,3954,1647,7711
22/11/2018,5841,2058,11014
23/11/2018,5529,2006,10484
24/11/2018,5261,2217,10284
25/11/2018,3352,2107,7247
26/11/2018,4718,2117,9352
27/11/2018,2652,1474,5540
28/11/2018,1137,1001,2745
29/11/2018,1835,1451,4265
30/11/2018,644,921,1909
01/12/2018,4244,2281,8789
02/12/2018,3297,1806,6861
03/12/2018,2796,2045,6331
04/12/2018,6377,2411,12189
05/12/2018,4499,2074,8971
06/12/2018,1781,1387,4119
07/12/2018,590,792,1696
08/12/2018,1335,1416,3463
09/12/2018,1415,1705,3876
10/12/2018,6583,2520,12614
11/12/2018,4935,2101,9667
12/12/2018,2200,1423,4797
13/12/2018,1985,1200,4243
14/12/2018,3821,1775,7634
15/12/2018,3846,1762,7659
16/12/2018,2478,1765,5563
17/12/2018,3369,1846,7011
18/12/2018,2550,1563,5473
19/12/2018,3913,2078,8077
20/12/2018,2896,1727,6167
21/12/2018,2409,1683,5377
22/12/2018,1199,1438,3277
23/12/2018,4671,2138,9300
24/12/2018,7196,2360,13393
25/12/2018,4886,1984,9475
26/12/2018,885,964,2320
27/12/2018,1281,972,2936
28/12/2018,1775,1274,3996
29/12/2018,1186,1134,2953
30/12/2018,878,951,2297
31/12/2018,467,576,1292
01/01/2019,656,1181,2187
02/01/2019,4100,2005,8292
03/01/2019,5611,2375,10979
04/01/2019,1742,1516,4187
05/01/2019,2052,1454,4601
06/01/2019,2727,1455,5637
07/01/2019,610,766,1702
08/01/2019,1555,1627,4011
09/01/2019,5041,2398,10128
10/01/2019,1719,1667,4304
11/01/2019,1333,1333,3377
12/01/2019,518,811,1606
13/01/2019,643,781,1767
14/01/2019,939,1159,2598
15/01/2019,529,691,1502
16/01/2019,927,1235,2656
17/01/2019,2671,1875,5970
18/01/2019,5167,2415,10338
19/01/2019,4651,2064,9196
20/01/2019,2027,1602,4710
21/01/2019,3643,1946,7532
22/01/2019,1694,1841,4439
23/01/2019,7429,2994,14385
24/01/2019,9249,3291,17473
25/01/2019,1071,1112,2755
26/01/2019,1205,1199,3047
27/01/2019,972,1142,2632
28/01/2019,1457,1559,3793
29/01/2019,1955,1743,4741
30/01/2019,2741,2068,6271
31/01/2019,3924,2132,8149
01/02/2019,5053,2429,10177
02/02/2019,2699,1853,5991
03/02/2019,1941,1610,4586
04/02/2019,1697,1392,3994
05/02/2019,4898,2334,9844
06/02/2019,2450,1742,5498
07/02/2019,2045,1621,4757
08/02/2019,1094,1010,2687
09/02/2019,699,896,1955
10/02/2019,1114,1446,3154
11/02/2019,3642,1815,7399
12/02/2019,876,971,2314
13/02/2019,1464,1195,3439
14/02/2019,2473,1405,5197
15/02/2019,5393,2269,10538
16/02/2019,1693,1254,3849
17/02/2019,926,1028,2448
18/02/2019,983,1068,2576
19/02/2019,1800,1441,4201
20/02/2019,481,525,1263
21/02/2019,2013,1439,4526
22/02/2019,3521,2183,7582
23/02/2019,1920,1613,4556
24/02/2019,2465,1762,5542
25/02/2019,6486,2410,12356
26/02/2019,5861,2543,11530
27/02/2019,4127,2008,8335
28/02/2019,4109,2190,8490
01/03/2019,3638,1801,7379
02/03/2019,1349,1246,3315
03/03/2019,405,626,1247
04/03/2019,629,980,1945
05/03/2019,3231,1892,6846
06/03/2019,3061,1873,6565
07/03/2019,2252,1760,5213
08/03/2019,2179,1538,4878
09/03/2019,584,968,1863
10/03/2019,772,1040,2224
11/03/2019,1017,1171,2731
12/03/2019,436,644,1312
13/03/2019,726,880,1993
14/03/2019,667,930,1952
15/03/2019,505,855,1629
16/03/2019,1776,1564,4287
17/03/2019,725,1083,2194
18/03/2019,2228,1678,5095
19/03/2019,646,996,1986
20/03/2019,478,608,1341
21/03/2019,1201,951,2793
22/03/2019,726,827,1939
23/03/2019,580,940,1830
24/03/2019,465,755,1468
25/03/2019,712,1119,2211
26/03/2019,472,964,1687
27/03/2019,641,1086,2069
28/03/2019,568,1032,1903
29/03/2019,557,1180,2034
30/03/2019,1697,1447,4049
31/03/2019,1731,1639,4293
01/04/2019,2006,1446,4521
02/04/2019,1261,1434,3367
03/04/2019,2309,1888,5429
04/04/2019,2396,1843,5516
05/04/2019,2642,1892,5944
06/04/2019,3399,2314,7526
07/04/2019,1916,1913,4851
08/04/2019,1850,1671,4508
09/04/2019,2196,1918,5285
10/04/2019,2331,1768,5342
11/04/2019,2058,1565,4720
12/04/2019,2291,1778,5292
13/04/2019,1526,1539,3879
14/04/2019,1284,1371,3340
15/04/2019,1142,1195,2946
16/04/2019,2824,1873,6203
17/04/2019,2467,2004,5786
18/04/2019,2856,2108,6487
19/04/2019,2444,2216,5962
20/04/2019,1607,1842,4306
21/04/2019,1104,1650,3344
22/04/2019,1016,1673,3231
23/04/2019,1985,2049,5093
24/04/2019,1813,1775,4555
25/04/2019,1982,1677,4716
26/04/2019,1710,1343,3965
27/04/2019,1426,1398,3585
28/04/2019,1048,1193,2799
29/04/2019,2646,1729,5786
30/04/2019,2755,1605,5828
01/05/2019,1163,1315,3099
02/05/2019,1401,1396,3544
03/05/2019,2568,1600,5538
04/05/2019,2072,1469,4646
05/05/2019,686,966,2018
06/05/2019,1345,1219,3282
07/05/2019,3080,1607,6329
08/05/2019,2897,1853,6295
09/05/2019,3024,1993,6630
10/05/2019,2412,1818,5517
11/05/2019,1191,1258,3085
12/05/2019,765,974,2147
13/05/2019,1288,1242,3217
14/05/2019,1675,1574,4142
15/05/2019,1854,1689,4531
16/05/2019,2550,1958,5868
17/05/2019,2539,2034,5927
18/05/2019,2938,2078,6584
19/05/2019,594,913,1824
20/05/2019,643,954,1940
21/05/2019,651,945,1944
22/05/2019,602,884,1807
23/05/2019,567,906,1776
24/05/2019,748,888,2035
25/05/2019,584,844,1739
26/05/2019,441,574,1250
27/05/2019,1120,1107,2825
28/05/2019,1489,1277,3560
29/05/2019,3434,1733,6999
30/05/2019,1471,1128,3383
31/05/2019,2153,1081,4381
01/06/2019,757,791,1953
02/06/2019,719,729,1831
03/06/2019,389,592,1189
04/06/2019,2331,1451,5026
05/06/2019,2570,1680,5621
06/06/2019,1386,1102,3227
07/06/2019,2898,2016,6459
