Date,Sum of Nitric oxide,Sum of Nitrogen dioxide,Sum of Nitrogen oxides as nitrogen dioxide
28/07/2015,1485.30834,1109.38929,3386.83033
29/07/2015,1184.94404,925.43548,2742.32435
30/07/2015,1235.47281,1085.0499,2979.41508
31/07/2015,589.18025,667.12225,1570.51934
01/08/2015,535.86453,650.56621,1472.21368
02/08/2015,286.09851,433.84011,872.51839
03/08/2015,269.15881,573.31555,986.02001
04/08/2015,232.88474,381.61244,738.69739
05/08/2015,328.46782,474.49907,978.14272
06/08/2015,1095.23443,1127.22417,2806.56014
07/08/2015,1520.73549,1316.7183,3648.48023
08/08/2015,497.66284,627.8285,1390.90086
09/08/2015,255.36615,381.55654,773.11252
10/08/2015,477.18965,547.63003,1279.31062
11/08/2015,1505.5277,1246.33959,3554.78322
12/08/2015,771.73808,697.85468,1881.1699
13/08/2015,664.34816,597.29351,1615.94653
14/08/2015,1828.47788,1467.41026,4271.03725
15/08/2015,1744.04544,1239.84186,3914.0076
16/08/2015,478.46337,558.26514,1291.8987
17/08/2015,1516.45322,984.70657,3309.90241
18/08/2015,1707.02881,1067.20385,3684.61152
19/08/2015,810.34942,778.00072,2020.51912
20/08/2015,447.54934,505.807,1192.03976
21/08/2015,311.06583,389.09639,866.05728
22/08/2015,587.93588,686.62703,1588.1161
23/08/2015,284.14022,934.82522,1370.50088
24/08/2015,893.15508,1579.34745,2948.83277
25/08/2015,1545.24371,1275.87162,3645.21227
26/08/2015,873.82231,816.82415,2156.66633
27/08/2015,870.81352,838.95224,2174.181
28/08/2015,755.10315,801.64669,1959.45538
29/08/2015,574.39217,707.92431,1588.64665
30/08/2015,549.01876,659.18951,1501.00651
31/08/2015,1542.06913,1221.80045,3586.27346
01/09/2015,1221.6948,1034.28494,2907.5242
02/09/2015,1078.41446,1023.54306,2677.08882
03/09/2015,1128.89031,918.95498,2649.89595
04/09/2015,1438.17422,1079.13165,3284.30136
05/09/2015,1060.60415,937.73623,2563.9732
06/09/2015,770.65554,842.00381,2023.65913
07/09/2015,1435.41301,1131.85258,3332.7885
08/09/2015,927.55206,830.37787,2252.60453
09/09/2015,333.93476,624.44861,1136.47478
10/09/2015,332.5854,573.27127,1083.22838
11/09/2015,330.05286,570.38351,1076.45746
12/09/2015,397.18162,670.08662,1279.08988
13/09/2015,266.97877,448.05635,857.41807
14/09/2015,1515.81771,1355.73158,3679.95299
15/09/2015,1945.91491,1308.57616,4292.27074
16/09/2015,1890.03546,1392.62993,4290.64389
17/09/2015,1707.27741,1416.29408,4034.08296
18/09/2015,2003.86355,1609.82026,4682.36818
19/09/2015,1236.08711,1221.18926,3116.49638
20/09/2015,522.37214,669.4979,1470.45734
21/09/2015,1608.497,1105.93102,3572.25867
22/09/2015,904.56995,887.63669,2274.62455
23/09/2015,1519.15155,1074.66036,3403.99357
24/09/2015,1290.79835,1022.44864,3001.64516
25/09/2015,2020.37382,1472.86742,4570.73077
26/09/2015,1603.97322,1209.54899,3668.94032
27/09/2015,434.89124,704.33166,1371.15558
28/09/2015,619.69152,881.95368,1832.13404
29/09/2015,1035.86043,1034.70058,2622.99775
30/09/2015,1556.58626,1153.41714,3540.14939
01/10/2015,2590.1965,1390.97736,5362.55661
02/10/2015,2414.56711,1576.40619,5278.69078
03/10/2015,1597.81158,1483.04909,3932.99269
04/10/2015,519.9945,559.03013,1356.34388
05/10/2015,410.16174,578.49287,1206.46829
06/10/2015,438.95856,464.63966,1137.70007
07/10/2015,1965.82216,1121.93546,4136.15402
08/10/2015,2251.34769,1244.78186,4691.09093
09/10/2015,1717.89362,983.0553,3617.12209
10/10/2015,1005.59749,758.4207,2300.31532
11/10/2015,180.08683,318.47746,594.60678
12/10/2015,2242.84405,1266.04584,4697.04405
13/10/2015,2751.13782,1557.50082,5775.85327
14/10/2015,1933.06672,1147.36726,4111.36151
15/10/2015,3162.50111,1352.28701,6201.38773
16/10/2015,3057.72538,1472.80159,6161.24847
17/10/2015,2370.18828,1244.35458,4878.5926
18/10/2015,1593.63343,1340.94445,3784.48163
19/10/2015,1977.18909,1362.96544,4394.61315
20/10/2015,1892.5735,1091.78586,3993.69143
21/10/2015,1716.60171,945.54653,3577.44474
22/10/2015,1305.05646,1099.1579,3096.76892
23/10/2015,659.30897,712.68981,1723.61607
24/10/2015,1339.94146,1108.12245,3162.67066
25/10/2015,410.84351,584.5786,1214.52979
26/10/2015,317.74324,497.90998,985.10948
27/10/2015,647.55202,788.41667,1781.31587
28/10/2015,588.48871,749.47691,1651.81367
29/10/2015,1887.9634,1144.19775,4039.03455
30/10/2015,1420.53645,1122.6638,3300.78935
31/10/2015,974.85041,940.68194,2435.4317
01/11/2015,828.46355,943.66081,2213.95381
02/11/2015,1174.2525,1042.43173,2842.92712
03/11/2015,2264.57689,1157.31431,4629.61713
04/11/2015,2767.85268,1223.61527,5467.59684
05/11/2015,875.90292,906.9032,2249.93561
06/11/2015,1116.64451,1109.63012,2821.79448
07/11/2015,2357.46727,1559.34,5174.07271
08/11/2015,259.06277,467.10536,864.32934
09/11/2015,1106.12271,1133.29444,2827.94029
10/11/2015,2222.78488,1620.7993,5029.02187
11/11/2015,1076.44683,1081.22471,2731.75348
12/11/2015,579.53292,726.49104,1615.09574
13/11/2015,1169.0281,1197.64754,2990.13223
14/11/2015,1876.26527,1533.37192,4410.27187
15/11/2015,846.8504,848.06944,2146.55524
16/11/2015,705.85924,822.22808,1904.53045
17/11/2015,1572.58806,1357.40916,3768.67719
18/11/2015,1359.96593,1320.71004,3405.96202
19/11/2015,3008.50206,1817.78724,6430.75943
20/11/2015,1847.06342,1410.60103,4242.72537
21/11/2015,1869.13206,1453.956,4319.91851
22/11/2015,1487.7303,1541.98358,3823.13819
23/11/2015,2806.13876,2500.94566,6803.63174
24/11/2015,4557.24444,3961.35697,10949.0343
25/11/2015,2478.75596,1746.34805,5547.05419
26/11/2015,1725.82011,1370.01619,4016.23678
27/11/2015,1836.28869,1399.37419,4214.97756
28/11/2015,1027.23982,1058.43217,2633.51124
29/11/2015,887.89281,1044.62728,2406.04387
30/11/2015,2959.81857,1989.74331,6528.06854
01/12/2015,1361.26634,1223.69545,3310.94134
02/12/2015,2031.64881,1502.41791,4617.56933
03/12/2015,2482.50275,1880.12856,5686.57971
04/12/2015,773.97085,928.09229,2114.83104
05/12/2015,834.99847,1000.74831,2281.0614
06/12/2015,1231.21201,1434.06917,3321.90127
07/12/2015,853.68393,843.92857,2152.89235
08/12/2015,786.59874,1091.4196,2297.52082
09/12/2015,438.5377,925.01283,1597.42791
10/12/2015,1221.06679,1340.01161,3212.28789
11/12/2015,1916.94525,1622.86541,4562.14045
12/12/2015,2835.47847,1854.35537,6202.0284
13/12/2015,1892.93273,1533.81243,4436.26881
14/12/2015,2415.68978,1880.87398,5584.87998
15/12/2015,1062.64494,1288.58117,2917.94733
16/12/2015,1154.79555,1052.03836,2822.7002
17/12/2015,721.11955,890.3674,1996.06861
18/12/2015,524.75567,744.92259,1549.53669
19/12/2015,340.25599,544.8743,1066.59284
20/12/2015,194.77503,435.30127,733.95218
21/12/2015,883.09308,941.83246,2295.88966
22/12/2015,780.03504,853.74414,2049.78119
23/12/2015,732.12312,852.70393,1975.27703
24/12/2015,597.02763,715.81529,1631.24488
25/12/2015,367.98971,802.01834,1366.26134
26/12/2015,451.43353,888.06174,1580.25016
27/12/2015,930.67902,1021.75554,2448.77678
28/12/2015,163.44549,383.24398,633.85686
29/12/2015,230.21439,447.93159,800.92199
30/12/2015,426.69241,576.79789,1231.05045
31/12/2015,1282.14863,1277.32767,3243.26148
01/01/2016,160.559,418.11461,664.30163
02/01/2016,150.24062,244.44681,474.81256
03/01/2016,215.53669,381.7044,712.18932
04/01/2016,478.87186,784.84332,1519.10321
05/01/2016,889.4596,1188.75582,2552.57485
06/01/2016,311.06904,471.21181,948.17772
07/01/2016,420.44117,546.69772,1191.36511
08/01/2016,3490.04738,1880.88225,7232.21357
09/01/2016,2612.68483,1647.94595,5654.0068
10/01/2016,704.33931,983.64212,2063.61395
11/01/2016,1116.44556,1113.37846,2825.23778
12/01/2016,2304.99297,1550.75207,5085.02531
13/01/2016,2988.11368,1868.38897,6450.09942
14/01/2016,1969.66361,1612.39133,4632.50008
15/01/2016,2200.93061,1632.85808,5007.57127
16/01/2016,3140.46382,2026.85492,6842.16557
17/01/2016,1293.63141,1258.68573,3242.2262
18/01/2016,3357.21763,2016.18541,7163.8473
19/01/2016,2871.40955,1734.76739,6137.53397
20/01/2016,4505.85172,2269.70243,9178.57871
21/01/2016,616.6436,1130.28704,2075.79405
22/01/2016,620.88081,940.2242,1892.22815
23/01/2016,418.84961,731.2302,1373.45728
24/01/2016,284.72523,471.25421,907.82676
25/01/2016,563.54625,681.48911,1545.58131
26/01/2016,585.45894,693.1845,1590.8757
27/01/2016,2306.086,1779.79335,5315.74258
28/01/2016,466.61142,707.53479,1422.99564
29/01/2016,856.51115,913.57098,2226.86974
30/01/2016,1164.94515,1153.16341,2939.38771
31/01/2016,1242.0466,1388.47548,3292.92035
01/02/2016,740.87928,887.22468,2023.22371
02/02/2016,1462.56278,1253.50941,3496.0744
03/02/2016,2207.37697,1523.17111,4907.76859
04/02/2016,2209.87663,1547.99791,4936.42819
05/02/2016,934.60751,1015.29588,2448.34075
06/02/2016,342.63528,660.05252,1185.41932
07/02/2016,160.12279,313.14639,558.66451
08/02/2016,2340.6065,1734.78238,5323.66227
09/02/2016,2314.35061,1489.72626,5038.34769
10/02/2016,2061.81767,1488.84589,4650.25557
11/02/2016,2163.89464,1656.18118,4974.10669
12/02/2016,1364.9677,1310.94257,3403.86382
13/02/2016,1714.14135,1721.96592,4350.27928
14/02/2016,890.80295,1036.52465,2402.40348
15/02/2016,2306.90246,1712.02826,5249.22936
16/02/2016,195.08462,435.76043,734.88594
17/02/2016,1497.2948,1133.18097,3429.00096
18/02/2016,2243.81019,1614.34032,5054.80129
19/02/2016,797.90529,1013.13543,2236.57313
20/02/2016,1664.53994,1646.0132,4198.2722
21/02/2016,855.20628,1068.99952,2380.29752
22/02/2016,1403.54355,1203.4271,3355.49722
23/02/2016,425.78072,398.82909,1051.68376
24/02/2016,,,
25/02/2016,,,
26/02/2016,,,
27/02/2016,,,
28/02/2016,,,
29/02/2016,,,
01/03/2016,,,
02/03/2016,,,
03/03/2016,,,
04/03/2016,,,
05/03/2016,,,
06/03/2016,,,
07/03/2016,917.54194,745.00242,2151.88044
08/03/2016,1157.4196,1158.21174,2932.89702
09/03/2016,2223.61793,1707.47077,5116.97074
10/03/2016,1215.76099,1180.65,3044.79082
11/03/2016,540.89344,834.48387,1663.84215
12/03/2016,519.37376,731.0635,1527.42545
13/03/2016,575.29725,781.35747,1663.46766
14/03/2016,1566.2628,1542.88101,3944.45046
15/03/2016,1817.0925,1405.50838,4191.67804
16/03/2016,2486.14725,1673.79259,5485.83188
17/03/2016,2219.78393,1435.55805,4839.17933
18/03/2016,1943.56821,1560.52125,4540.61766
19/03/2016,1149.49186,1289.28877,3051.81832
20/03/2016,662.07433,951.13534,1966.30181
21/03/2016,1407.23142,1314.12305,3471.8478
22/03/2016,1748.6273,1511.78024,4192.97138
23/03/2016,1172.99097,1129.13059,2927.69166
24/03/2016,1090.60264,1053.41329,2725.64735
25/03/2016,710.83774,816.79784,1906.73382
26/03/2016,187.62483,296.56676,584.25409
27/03/2016,146.92674,231.40198,456.68652
28/03/2016,1616.78834,1237.69381,3716.73467
29/03/2016,1377.19229,1162.15629,3273.82165
30/03/2016,1913.37632,1423.8435,4357.64623
31/03/2016,1235.44972,975.48626,2869.81609
01/04/2016,304.70605,523.19196,990.40135
02/04/2016,783.1435,1036.42949,2237.23278
03/04/2016,256.25851,678.73431,1071.65854
04/04/2016,1368.79098,1553.70162,3652.48518
05/04/2016,1570.7851,1526.40724,3934.91074
06/04/2016,1428.81586,1298.75725,3489.57765
07/04/2016,1225.38037,1160.92049,3040.28962
08/04/2016,1059.61659,1060.92749,2685.65029
09/04/2016,506.6433,872.18956,1649.03176
10/04/2016,600.53316,1315.85418,2236.65888
11/04/2016,1280.72014,1518.77251,3482.51603
12/04/2016,1148.7713,1285.18393,3046.60869
13/04/2016,704.49936,849.88697,1930.10422
14/04/2016,1680.57182,1468.69228,4045.53309
15/04/2016,1699.34461,1253.30683,3858.93225
16/04/2016,1086.27692,1098.26924,2763.87059
17/04/2016,749.90243,1030.36862,2180.20297
18/04/2016,1105.59165,1014.17104,2709.38793
19/04/2016,923.08963,939.58626,2354.97058
20/04/2016,1304.74242,1139.66625,3140.2434
21/04/2016,1488.45675,1210.39674,3492.66521
22/04/2016,1758.60903,1462.32764,4158.82385
23/04/2016,1137.13596,1188.0541,2931.63826
24/04/2016,613.61279,802.30077,1743.16055
25/04/2016,1129.82608,1065.55016,2797.92599
26/04/2016,1571.22123,1259.40757,3668.57984
27/04/2016,1888.73172,1326.79274,4222.80765
28/04/2016,1107.11782,1106.06443,2803.6214
29/04/2016,868.05534,977.11791,2308.11753
30/04/2016,648.19572,855.49649,1849.38274
01/05/2016,190.59182,393.97964,686.21631
02/05/2016,620.48437,755.60324,1706.99935
03/05/2016,1233.10346,1145.21713,3035.94935
04/05/2016,277.69235,451.441,877.22996
05/05/2016,317.0963,549.15112,1035.35864
06/05/2016,1708.2999,1436.72243,4056.0791
07/05/2016,671.87728,864.05508,1894.25252
08/05/2016,601.22834,1315.10371,2236.97429
09/05/2016,1286.48717,1645.47947,3618.06562
10/05/2016,1288.38222,1476.47727,3451.96912
11/05/2016,1069.17339,1236.99925,2876.37564
12/05/2016,1177.69477,1148.22152,2953.99491
13/05/2016,902.89958,986.89179,2371.3185
14/05/2016,996.90278,1119.16121,2647.72414
15/05/2016,671.39166,969.66987,1999.12271
16/05/2016,1435.83088,1476.6309,3678.20752
17/05/2016,485.53126,812.41916,1556.89006
18/05/2016,1691.22749,1170.21478,3763.39407
19/05/2016,627.54937,879.93966,1842.1686
20/05/2016,985.89849,947.09409,2458.78397
21/05/2016,368.68672,532.06882,1097.38054
22/05/2016,799.35863,1071.9781,2297.64423
23/05/2016,1319.97549,1252.75843,3276.69264
24/05/2016,889.9708,903.46772,2268.07056
25/05/2016,699.17487,766.5563,1838.60948
26/05/2016,877.9778,921.61895,2267.83278
27/05/2016,1044.70439,1280.47696,2882.33463
28/05/2016,780.00871,1142.68082,2338.6775
29/05/2016,332.24456,649.65827,1159.09276
30/05/2016,1066.22584,946.03711,2580.8939
31/05/2016,977.4002,926.88692,2425.54628
01/06/2016,927.72418,880.03498,2302.52555
02/06/2016,1068.29003,1027.87885,2665.90071
03/06/2016,1446.72314,1186.70831,3404.98614
04/06/2016,804.90163,892.93176,2127.09701
05/06/2016,425.61816,711.30052,1363.90593
06/06/2016,1022.57294,907.9401,2475.86337
07/06/2016,1345.56408,1018.87085,3082.0403
08/06/2016,1163.34633,1056.16777,2839.9406
09/06/2016,443.16095,686.4017,1365.9056
10/06/2016,548.2499,888.56553,1729.20362
11/06/2016,497.92903,959.58717,1723.0677
12/06/2016,368.69429,903.64892,1468.97229
13/06/2016,655.83814,1271.62366,2277.22811
14/06/2016,973.08673,1073.90972,2565.95521
15/06/2016,870.25778,926.16223,2260.53883
16/06/2016,1468.30152,1064.22719,3315.59145
17/06/2016,1239.51081,1058.27264,2958.8294
18/06/2016,1107.49303,1085.40116,2783.53346
19/06/2016,128.80099,285.71524,483.20731
20/06/2016,1958.20468,1217.3751,4219.91373
21/06/2016,591.43951,646.86026,1553.72155
22/06/2016,381.84,542.1319,1127.61174
23/06/2016,470.18451,616.93807,1337.87758
24/06/2016,1101.71599,1257.5824,2946.85665
25/06/2016,978.24754,1077.56673,2577.52534
26/06/2016,441.95706,547.52758,1225.1856
27/06/2016,1411.10816,1017.9589,3181.62784
28/06/2016,524.58136,489.42694,1293.77378
29/06/2016,454.68556,537.66815,1234.84296
30/06/2016,660.73951,649.91118,1663.03096
01/07/2016,1320.88925,946.53481,2971.87011
02/07/2016,1120.91076,861.20609,2579.91198
03/07/2016,833.14487,825.81336,2103.28433
04/07/2016,746.45917,646.76767,1791.32243
05/07/2016,1311.73865,981.83466,2993.13916
06/07/2016,760.36086,616.44705,1782.3174
07/07/2016,874.2275,682.978,2023.44142
08/07/2016,1081.32379,896.7354,2554.74206
09/07/2016,550.31832,619.88955,1463.69924
10/07/2016,195.59348,271.82492,571.73075
11/07/2016,1250.69748,790.29822,2708.00756
12/07/2016,1559.7974,1165.66766,3557.32362
13/07/2016,1154.95014,902.65554,2673.55436
14/07/2016,1098.69284,868.67119,2553.31007
15/07/2016,529.08086,570.23643,1381.48243
16/07/2016,908.07962,858.36109,2250.73039
17/07/2016,501.87675,504.9781,1274.51166
18/07/2016,1669.46584,869.51034,3429.32224
19/07/2016,427.62154,478.45379,1134.131
20/07/2016,665.9657,1465.69792,2486.83109
21/07/2016,1013.39477,607.5257,2161.376
22/07/2016,682.93492,713.65465,1760.80688
23/07/2016,411.44954,512.87227,1143.7528
24/07/2016,213.41947,377.52274,704.76136
25/07/2016,1352.00545,901.70568,2974.75177
26/07/2016,1082.13472,732.67779,2391.92789
27/07/2016,1588.02392,1070.5042,3505.44023
28/07/2016,1105.32516,862.86727,2557.67548
29/07/2016,1657.637,1174.64732,3716.32189
30/07/2016,1265.35529,906.74318,2846.92757
31/07/2016,870.38155,765.33661,2099.90302
01/08/2016,1418.97872,1067.88025,3243.61723
02/08/2016,1128.74197,952.50517,2683.21871
03/08/2016,908.24021,754.92257,2147.53813
04/08/2016,1195.75658,995.65834,2829.1262
05/08/2016,1199.67311,941.38272,2780.85582
06/08/2016,635.15937,607.80907,1581.70651
07/08/2016,239.91869,289.47887,657.34906
08/08/2016,916.09884,771.32798,2175.99326
09/08/2016,1329.17901,909.73928,2947.78536
10/08/2016,1102.66447,723.05347,2413.78204
11/08/2016,1403.19547,788.62146,2940.15782
12/08/2016,1102.09277,800.25331,2490.10529
13/08/2016,1416.04898,1032.1758,3203.42061
14/08/2016,828.1251,798.51577,2068.28987
15/08/2016,517.07768,450.06495,1242.90634
16/08/2016,366.47878,448.93772,1010.86399
17/08/2016,277.16056,359.95257,784.92618
18/08/2016,419.71085,569.93568,1213.48334
19/08/2016,532.73876,845.26078,1662.11556
20/08/2016,535.09462,729.51868,1549.98567
21/08/2016,467.60041,612.82224,1329.79958
22/08/2016,993.64438,910.56499,2434.13181
23/08/2016,1078.18701,900.20498,2553.40203
24/08/2016,1426.66507,1194.41172,3381.93433
25/08/2016,783.30608,1049.70782,2250.76038
26/08/2016,841.21384,835.31036,2125.1536
27/08/2016,708.93239,707.79155,1794.80604
28/08/2016,755.36003,969.98015,2128.18269
29/08/2016,1007.51688,722.67813,2267.51578
30/08/2016,725.86959,643.30444,1756.28891
31/08/2016,1107.34121,868.63568,2566.53516
01/09/2016,879.37353,762.47007,2110.82404
02/09/2016,1674.93006,1040.94622,3609.13646
03/09/2016,517.70384,549.5655,1343.36694
04/09/2016,606.04978,728.07329,1657.33666
05/09/2016,290.11087,422.02534,866.85577
06/09/2016,1075.82171,858.32044,2507.89072
07/09/2016,1283.71181,824.0333,2792.36396
08/09/2016,436.09196,542.31729,1210.98224
09/09/2016,298.24242,344.77802,802.07669
10/09/2016,491.67422,514.85567,1268.74564
11/09/2016,192.29628,259.54091,554.39102
12/09/2016,259.76271,367.11888,765.41614
13/09/2016,908.13419,731.04595,2123.49896
14/09/2016,1553.19658,1077.54395,3459.07882
15/09/2016,1004.97187,996.26016,2537.19552
16/09/2016,1964.01323,1239.02937,4250.47438
17/09/2016,967.99149,668.54418,2152.77709
18/09/2016,475.33533,477.22279,1206.06012
19/09/2016,1558.4579,1039.73798,3429.34009
20/09/2016,550.75687,596.63482,1441.11688
21/09/2016,320.80112,449.67005,941.55816
22/09/2016,1052.69149,916.69647,2530.80092
23/09/2016,676.58004,637.07383,1674.48205
24/09/2016,186.52885,259.2257,545.23256
25/09/2016,239.29952,320.61248,687.53327
26/09/2016,521.44354,576.82801,1376.36363
27/09/2016,671.75029,659.81728,1689.81996
28/09/2016,920.36585,769.91418,2181.1221
29/09/2016,1623.38808,1177.25053,3666.41089
30/09/2016,2482.14677,1586.41238,5392.31765
01/10/2016,1899.90069,1466.15438,4379.29475
02/10/2016,1111.81102,1059.33468,2764.0878
03/10/2016,669.76956,612.64786,1639.61353
04/10/2016,297.68582,423.79278,880.23804
05/10/2016,309.86383,431.33763,906.45553
06/10/2016,1091.5426,1237.49094,2911.16622
07/10/2016,1427.02888,1045.72537,3233.8058
08/10/2016,1399.19121,1159.82399,3305.22058
09/10/2016,1206.36952,1052.66311,2902.40395
10/10/2016,1963.82128,1145.81304,4156.96362
11/10/2016,1625.2497,1326.28149,3818.29623
12/10/2016,1354.18259,1371.83387,3448.21823
13/10/2016,992.47506,1183.8662,2705.64004
14/10/2016,777.87263,1119.41573,2312.13712
15/10/2016,663.55205,1006.56438,2023.99668
16/10/2016,199.57052,420.8029,726.80675
17/10/2016,411.49176,547.98576,1178.93098
18/10/2016,1667.72099,1213.73832,3770.8748
19/10/2016,1408.37039,1166.30115,3325.77233
20/10/2016,2373.9598,1486.83726,5126.8582
21/10/2016,2403.38839,1295.33182,4980.47595
22/10/2016,1012.23613,1245.79915,2797.87293
23/10/2016,1026.73518,1254.32047,2828.62575
24/10/2016,2825.40995,1312.13264,5644.36747
25/10/2016,1452.61161,862.77623,3090.08298
26/10/2016,1156.89001,1030.43332,2804.30658
27/10/2016,1135.8236,1095.75669,2837.32859
28/10/2016,2267.22014,1760.353,5236.70869
29/10/2016,2002.29942,1176.00806,4246.15767
30/10/2016,2516.97307,1087.07249,4946.37734
31/10/2016,2808.68263,1286.40249,5592.98908
01/11/2016,1291.4633,1100.60325,3080.81933
02/11/2016,2064.60561,1262.95396,4428.63839
03/11/2016,1851.6025,1175.83035,4014.91459
04/11/2016,1635.51809,1253.45269,3761.21208
05/11/2016,963.26798,893.16284,2370.15312
06/11/2016,781.09099,722.76704,1920.42317
07/11/2016,1203.31147,921.77242,2766.82427
08/11/2016,191.62737,311.56536,605.38991
09/11/2016,1294.24492,1102.76441,3087.24563
10/11/2016,2516.40892,1492.56058,5351.00051
11/11/2016,1098.60918,864.88031,2549.39087
12/11/2016,2287.90524,1379.67606,4887.74851
13/11/2016,889.37045,969.58999,2333.2723
14/11/2016,1593.44271,992.86546,3436.11018
15/11/2016,1429.99683,1172.01027,3364.64151
16/11/2016,1836.05939,1334.3742,4149.626
17/11/2016,2175.43084,1445.06571,4780.67977
18/11/2016,3072.20405,1896.6538,6607.30099
19/11/2016,2333.66027,1658.02689,5236.25607
20/11/2016,1525.41361,1395.5409,3734.47579
21/11/2016,2223.87044,1462.42565,4872.31274
22/11/2016,1135.40391,1009.02066,2749.949
23/11/2016,3442.49814,1678.89368,6957.31723
24/11/2016,3128.17704,1597.85056,6394.32183
25/11/2016,3217.72301,1713.92035,6647.69352
26/11/2016,3871.78197,1847.55915,7784.20873
27/11/2016,1848.14491,1502.43273,4336.21541
28/11/2016,2666.9848,1418.87469,5508.19428
29/11/2016,2634.37753,1629.07801,5668.40057
30/11/2016,2466.10491,1608.35162,5389.65978
01/12/2016,1713.63317,1418.35543,4045.88961
02/12/2016,3037.07945,1687.74094,6344.53118
03/12/2016,1963.30104,1430.25916,4440.61209
04/12/2016,1046.34782,1241.44091,2845.81851
05/12/2016,3897.80461,1613.80067,7590.35107
06/12/2016,742.54253,943.62067,2082.17001
07/12/2016,603.12734,774.40073,1699.18309
08/12/2016,3665.33418,1889.28179,7509.38249
09/12/2016,929.42458,984.73112,2409.82891
10/12/2016,1063.85409,1171.92106,2803.14122
11/12/2016,1857.11975,1562.78968,4410.33352
12/12/2016,1678.7627,1281.1538,3855.22072
13/12/2016,2037.32373,1236.01339,4359.86616
14/12/2016,714.16397,892.47355,1987.50971
15/12/2016,615.26161,949.01677,1892.40476
16/12/2016,1760.32947,1415.21095,4114.34516
17/12/2016,2049.24595,1542.99226,4685.12552
18/12/2016,2028.94995,1268.12729,4379.1405
19/12/2016,3358.63144,1750.63382,6900.46354
20/12/2016,394.70646,658.15149,1263.35957
21/12/2016,1044.02823,1034.88788,2635.70885
22/12/2016,1113.30154,1248.53724,2955.57576
23/12/2016,664.59741,785.65422,1804.68935
24/12/2016,1140.67364,1155.72647,2904.73497
25/12/2016,103.13489,227.11863,385.25656
26/12/2016,416.00774,560.95842,1198.82802
27/12/2016,1374.3239,1355.74129,3463.00856
28/12/2016,873.15368,1065.03571,2403.85262
29/12/2016,475.59259,690.07127,1419.30308
30/12/2016,405.77333,576.08281,1198.25983
31/12/2016,1231.51639,1172.90707,3061.20582
01/01/2017,308.5602,525.36965,998.48866
02/01/2017,873.51663,974.16454,2313.53803
03/01/2017,764.19049,806.72552,1978.4679
04/01/2017,1273.72219,1120.47206,3073.48552
05/01/2017,1041.48675,1083.48067,2680.40479
06/01/2017,2363.578,1294.39626,4918.49869
07/01/2017,2372.27834,1379.15987,5016.6026
08/01/2017,1457.492,1113.67665,3348.46652
09/01/2017,648.48896,761.2558,1755.59165
10/01/2017,1944.56846,1407.56703,4389.1971
11/01/2017,1236.7837,1027.10991,2923.48512
12/01/2017,1985.0024,1433.73624,4477.36412
13/01/2017,1427.22147,1239.72554,3428.10127
14/01/2017,1605.52673,1362.17831,3823.95165
15/01/2017,1148.70855,1208.11081,2969.43929
16/01/2017,2465.41475,1419.52494,5199.77479
17/01/2017,3162.74837,1499.6821,6349.16199
18/01/2017,4039.03742,1601.40715,7794.51152
19/01/2017,4052.53413,1519.67474,7733.47378
20/01/2017,1709.30918,996.03431,3616.93846
21/01/2017,888.67975,883.68115,2246.30442
22/01/2017,1264.85234,1208.5188,3147.93196
23/01/2017,1846.14246,1322.30474,4153.01702
24/01/2017,411.74123,695.46552,1326.79323
25/01/2017,332.86009,621.76239,1132.14071
26/01/2017,300.11185,678.72809,1138.89312
27/01/2017,403.73928,830.22071,1449.27895
28/01/2017,1930.72478,1441.89415,4402.29755
29/01/2017,1584.57742,1458.58695,3888.2384
30/01/2017,1298.28694,915.7729,2906.45177
31/01/2017,239.28118,425.6417,792.53442
01/02/2017,2076.79183,1157.57251,4341.94223
02/02/2017,296.32669,518.91608,973.27732
03/02/2017,314.47291,552.43565,1034.62076
04/02/2017,317.34505,584.43245,1071.02139
05/02/2017,401.52708,826.33163,1441.99791
06/02/2017,1210.9774,870.80237,2727.60843
07/02/2017,122.34141,185.29702,372.88457
08/02/2017,150.82976,230.31282,461.58188
09/02/2017,,,
10/02/2017,,,
11/02/2017,,,
12/02/2017,,,
13/02/2017,353.18391,514.32193,1055.86305
14/02/2017,417.03155,794.54701,1433.98645
15/02/2017,861.69222,988.90243,2310.14541
16/02/2017,1278.65131,1201.60622,3162.17757
17/02/2017,1231.26545,1166.70375,3054.61778
18/02/2017,526.22749,840.70696,1647.5778
19/02/2017,884.06268,1172.09493,2527.63876
20/02/2017,1296.97488,1173.89267,3162.55978
21/02/2017,836.11885,1027.60918,2309.64019
22/02/2017,1237.68135,1230.05656,3127.80818
23/02/2017,1543.88849,1672.21319,4039.47593
24/02/2017,1472.86716,1269.15317,3527.51797
25/02/2017,1287.98423,1183.65841,3158.53999
26/02/2017,358.49295,600.29154,1149.97304
27/02/2017,1190.82331,1162.1966,2988.10018
28/02/2017,1665.10487,1362.94521,3916.07039
01/03/2017,2685.94935,1829.52461,5947.92281
02/03/2017,1980.99045,1607.07583,4644.55216
03/03/2017,2201.69144,1713.26244,5089.14226
04/03/2017,776.91389,1159.64105,2350.89233
05/03/2017,514.01535,795.8365,1583.98238
06/03/2017,900.70225,1224.4574,2605.51494
07/03/2017,814.85924,861.3285,2110.76187
08/03/2017,1399.92029,1259.30365,3405.81809
09/03/2017,1640.4108,1575.63655,4090.89807
